,BBB,Greedy
1780,3950,1925
1781,3950,1925
1782,3950,1930
1783,3945,1930
1784,3945,1930
1785,3945,1930
1786,3945,1930
1787,3945,1930
1788,3945,1930
1789,3945,1930
1790,3945,1930
1791,3945,1930
1792,3945,1930
1793,3945,1930
1794,3945,1930
1795,3945,1930
1796,3940,1930
1797,3940,1930
1798,3940,1930
1799,3940,1930
1800,3940,1930
1801,3975,1930
1802,3975,1935
1803,3975,1940
1804,3975,1940
1805,3975,1940
1806,3975,1940
1807,4010,1940
1808,4010,1945
1809,4010,1945
1810,4010,1945
1811,4010,1945
1812,4010,1945
1813,4010,1950
1814,4005,1950
1815,4005,1950
1816,4000,1950
1817,4000,1950
1818,4000,1950
1819,4000,1950
1820,4000,1950
1821,4000,1950
1822,4035,1950
1823,4070,1950
1824,4070,1950
1825,4070,1950
1826,4065,1950
1827,4060,1950
1828,4060,1955
1829,4060,1955
1830,4060,1955
1831,4060,1955
1832,4060,1955
1833,4060,1955
1834,4060,1955
1835,4060,1955
1836,4060,1955
1837,4060,1955
1838,4060,1955
1839,4060,1955
1840,4060,1955
1841,4055,1955
1842,4055,1955
1843,4055,1955
1844,4055,1955
1845,4055,1955
1846,4055,1955
1847,4055,1955
1848,4055,1955
1849,4055,1960
1850,4055,1960
1851,4055,1960
1852,4055,1960
1853,4090,1960
1854,4090,1960
1855,4090,1960
1856,4125,1960
1857,4125,1960
1858,4160,1960
1859,4160,1960
1860,4160,1965
1861,4160,1965
1862,4160,1965
1863,4160,1965
1864,4160,1965
1865,4160,1965
1866,4160,1965
1867,4160,1965
1868,4160,1965
1869,4160,1965
1870,4160,1965
1871,4160,1970
1872,4155,1970
1873,4155,1970
1874,4155,1970
1875,4155,1970
1876,4155,1970
1877,4155,1970
1878,4155,1970
1879,4155,1970
1880,4155,1970
1881,4155,1970
1882,4155,1970
1883,4155,1970
1884,4155,1970
1885,4155,1975
1886,4155,1975
1887,4155,1975
1888,4155,1975
1889,4155,1975
1890,4155,1980
1891,4155,1985
1892,4155,1985
1893,4190,1985
1894,4190,1985
1895,4190,1985
1896,4190,1985
1897,4190,1985
1898,4225,1985
1899,4225,1985
1900,4225,1990
1901,4225,1990
1902,4225,1990
1903,4225,1990
1904,4225,1990
1905,4225,1990
1906,4220,1990
1907,4220,1990
1908,4220,1990
1909,4220,1990
1910,4220,1990
1911,4220,1990
1912,4220,1990
1913,4220,1990
1914,4220,1990
1915,4220,1990
1916,4220,1990
1917,4220,1990
1918,4220,1990
1919,4215,1990
1920,4215,1990
1921,4215,1995
1922,4215,2000
1923,4215,2000
1924,4215,2005
1925,4215,2005
1926,4215,2005
1927,4215,2005
1928,4215,2005
1929,4215,2010
1930,4215,2010
1931,4215,2010
1932,4215,2010
1933,4215,2010
1934,4215,2010
1935,4215,2010
1936,4215,2010
1937,4215,2010
1938,4215,2010
1939,4215,2010
1940,4215,2010
1941,4215,2010
1942,4215,2010
1943,4215,2010
1944,4215,2010
1945,4215,2015
1946,4215,2015
1947,4250,2015
1948,4250,2015
1949,4250,2015
1950,4250,2015
1951,4250,2015
1952,4250,2015
1953,4250,2015
1954,4250,2015
1955,4250,2015
1956,4250,2015
1957,4250,2015
1958,4245,2015
1959,4240,2015
1960,4240,2015
1961,4240,2015
1962,4240,2015
1963,4275,2015
1964,4275,2015
1965,4275,2020
1966,4275,2020
1967,4275,2020
1968,4275,2020
1969,4275,2020
1970,4275,2020
1971,4310,2020
1972,4310,2020
1973,4310,2020
1974,4310,2020
1975,4305,2020
1976,4305,2020
1977,4305,2020
1978,4305,2020
1979,4305,2020
1980,4305,2025
1981,4305,2025
1982,4305,2025
1983,4300,2025
1984,4295,2025
1985,4295,2025
1986,4290,2025
1987,4290,2025
1988,4290,2025
1989,4290,2025
1990,4290,2025
1991,4290,2025
1992,4290,2025
1993,4290,2025
1994,4290,2030
1995,4290,2030
1996,4290,2030
1997,4290,2030
1998,4290,2030
1999,4290,2030
2000,4325,2030
