,1% Greedy,5% Greedy,BBB,Greedy
21549,6245,11305,52205,5235
21550,6245,11305,52210,5235
21551,6280,11305,52210,5235
21552,6280,11305,52215,5235
21553,6280,11305,52215,5235
21554,6280,11305,52215,5270
21555,6280,11305,52220,5270
21556,6315,11305,52220,5265
21557,6315,11305,52225,5265
21558,6315,11305,52230,5265
21559,6315,11305,52230,5265
21560,6315,11340,52230,5265
21561,6315,11340,52230,5265
21562,6315,11340,52230,5265
21563,6315,11340,52230,5265
21564,6315,11340,52230,5265
21565,6315,11340,52235,5265
21566,6315,11340,52240,5265
21567,6315,11340,52240,5265
21568,6315,11340,52245,5265
21569,6315,11340,52245,5265
21570,6315,11340,52245,5265
21571,6315,11340,52245,5265
21572,6315,11340,52245,5300
21573,6315,11340,52245,5300
21574,6315,11335,52245,5300
21575,6315,11335,52245,5335
21576,6315,11335,52245,5335
21577,6315,11335,52250,5335
21578,6315,11335,52255,5335
21579,6315,11335,52255,5335
21580,6315,11335,52260,5335
21581,6315,11335,52265,5335
21582,6315,11335,52270,5335
21583,6315,11335,52270,5335
21584,6315,11335,52270,5330
21585,6315,11335,52270,5330
21586,6315,11335,52275,5330
21587,6315,11335,52280,5330
21588,6315,11335,52285,5330
21589,6315,11335,52285,5330
21590,6315,11335,52285,5330
21591,6315,11335,52285,5330
21592,6315,11335,52285,5330
21593,6315,11335,52290,5330
21594,6315,11335,52290,5330
21595,6315,11335,52295,5330
21596,6315,11335,52295,5365
21597,6315,11335,52295,5365
21598,6315,11335,52295,5365
21599,6315,11335,52295,5360
21600,6310,11335,52295,5355
21601,6310,11335,52300,5355
21602,6310,11335,52305,5355
21603,6310,11335,52305,5355
21604,6310,11335,52310,5355
21605,6310,11330,52310,5355
21606,6310,11330,52315,5355
21607,6310,11330,52320,5355
21608,6310,11330,52320,5355
21609,6310,11330,52320,5355
21610,6310,11330,52320,5355
21611,6310,11330,52325,5355
21612,6310,11330,52330,5355
21613,6345,11330,52330,5355
21614,6345,11330,52335,5355
21615,6345,11330,52335,5355
21616,6345,11330,52340,5355
21617,6345,11335,52345,5355
21618,6345,11335,52350,5355
21619,6345,11335,52350,5355
21620,6345,11335,52350,5355
21621,6345,11335,52355,5355
21622,6345,11335,52360,5355
21623,6345,11335,52365,5355
21624,6345,11335,52370,5355
21625,6345,11335,52375,5355
21626,6345,11335,52380,5355
21627,6345,11335,52380,5355
21628,6345,11335,52385,5355
21629,6345,11335,52385,5355
21630,6345,11335,52390,5355
21631,6345,11335,52395,5355
21632,6380,11335,52395,5355
21633,6380,11335,52395,5355
21634,6415,11335,52395,5355
21635,6415,11335,52395,5355
21636,6415,11335,52395,5355
21637,6415,11335,52400,5355
21638,6415,11335,52400,5355
21639,6415,11335,52400,5350
21640,6415,11335,52405,5350
21641,6415,11335,52410,5350
21642,6415,11335,52410,5350
21643,6415,11330,52410,5350
21644,6415,11330,52410,5350
21645,6415,11330,52415,5350
21646,6415,11330,52415,5350
21647,6415,11330,52415,5350
21648,6415,11330,52420,5350
21649,6415,11330,52425,5350
21650,6415,11330,52430,5350
21651,6415,11330,52435,5350
21652,6415,11330,52435,5345
21653,6415,11330,52435,5345
21654,6415,11330,52440,5345
21655,6415,11330,52440,5345
21656,6415,11330,52445,5345
21657,6415,11335,52450,5345
21658,6415,11335,52455,5345
21659,6415,11335,52460,5345
21660,6415,11370,52460,5345
21661,6415,11370,52465,5345
21662,6415,11370,52465,5345
21663,6415,11370,52465,5345
21664,6415,11370,52470,5345
21665,6415,11370,52470,5345
21666,6415,11370,52470,5345
21667,6415,11370,52475,5345
21668,6415,11370,52480,5345
21669,6415,11370,52480,5345
21670,6410,11370,52480,5345
21671,6410,11370,52480,5345
21672,6410,11370,52480,5345
21673,6410,11370,52485,5345
21674,6405,11370,52485,5345
21675,6405,11370,52485,5345
21676,6405,11370,52485,5345
21677,6405,11370,52485,5345
21678,6405,11370,52490,5345
21679,6405,11370,52495,5345
21680,6405,11370,52495,5345
21681,6405,11370,52495,5345
21682,6405,11370,52495,5345
21683,6405,11370,52495,5345
21684,6405,11370,52500,5345
21685,6405,11370,52500,5345
21686,6405,11370,52500,5345
21687,6405,11370,52500,5345
21688,6440,11370,52500,5345
21689,6440,11370,52505,5345
21690,6440,11370,52510,5345
21691,6440,11370,52515,5345
21692,6440,11370,52515,5345
21693,6440,11370,52520,5345
21694,6440,11370,52525,5345
21695,6440,11370,52525,5345
21696,6440,11370,52525,5345
21697,6440,11370,52530,5345
21698,6440,11370,52535,5345
21699,6440,11370,52540,5345
21700,6440,11370,52540,5345
21701,6440,11370,52545,5345
21702,6440,11370,52545,5345
21703,6440,11370,52550,5345
21704,6475,11370,52550,5345
21705,6475,11370,52555,5345
21706,6510,11370,52555,5345
21707,6510,11370,52555,5345
21708,6510,11370,52555,5345
21709,6510,11370,52555,5345
21710,6510,11370,52555,5345
21711,6510,11370,52555,5345
21712,6510,11370,52560,5345
21713,6510,11405,52560,5345
21714,6510,11405,52565,5345
21715,6510,11405,52565,5345
21716,6510,11440,52565,5345
21717,6510,11440,52570,5345
21718,6510,11440,52575,5345
21719,6510,11435,52575,5345
21720,6510,11435,52575,5345
21721,6510,11435,52580,5345
21722,6510,11435,52585,5345
21723,6510,11435,52590,5345
21724,6510,11430,52590,5345
21725,6505,11430,52590,5345
21726,6505,11430,52595,5345
21727,6505,11430,52595,5345
21728,6505,11430,52600,5345
21729,6505,11430,52600,5345
21730,6505,11430,52600,5345
21731,6505,11430,52600,5345
21732,6505,11430,52600,5345
21733,6505,11430,52605,5345
21734,6505,11430,52610,5345
21735,6505,11430,52615,5345
21736,6505,11430,52620,5345
21737,6505,11430,52625,5345
21738,6505,11430,52625,5345
21739,6505,11435,52630,5345
21740,6505,11435,52630,5345
21741,6505,11435,52635,5345
21742,6505,11435,52640,5345
21743,6505,11435,52645,5345
21744,6505,11470,52645,5345
21745,6505,11470,52650,5345
21746,6505,11470,52655,5345
21747,6505,11470,52660,5345
21748,6540,11470,52660,5345
21749,6540,11465,52660,5345
21750,6540,11465,52660,5345
21751,6540,11465,52660,5345
21752,6540,11465,52660,5345
21753,6540,11465,52660,5345
21754,6540,11465,52665,5345
21755,6540,11465,52670,5345
21756,6540,11470,52675,5345
21757,6540,11470,52680,5345
21758,6540,11470,52685,5345
21759,6540,11470,52690,5345
21760,6540,11470,52690,5345
21761,6540,11470,52690,5345
21762,6540,11470,52695,5345
21763,6540,11470,52700,5345
21764,6540,11470,52705,5345
21765,6540,11470,52710,5345
21766,6540,11470,52710,5345
21767,6540,11470,52715,5345
21768,6540,11470,52715,5345
21769,6540,11470,52720,5345
21770,6540,11470,52720,5345
21771,6540,11470,52725,5345
21772,6540,11470,52725,5345
21773,6540,11470,52730,5345
21774,6540,11470,52735,5345
21775,6540,11470,52735,5345
21776,6540,11470,52740,5345
21777,6540,11470,52740,5340
21778,6540,11470,52740,5340
21779,6540,11470,52745,5340
21780,6540,11470,52745,5340
21781,6540,11470,52745,5340
21782,6540,11470,52745,5340
21783,6540,11470,52750,5340
21784,6540,11470,52750,5340
21785,6540,11470,52755,5340
21786,6540,11470,52760,5340
21787,6540,11470,52760,5340
21788,6540,11470,52765,5340
21789,6540,11470,52765,5340
21790,6540,11470,52770,5340
21791,6540,11470,52775,5340
21792,6540,11470,52775,5340
21793,6540,11470,52775,5340
21794,6540,11470,52775,5340
21795,6540,11470,52780,5340
21796,6540,11470,52785,5340
21797,6535,11470,52785,5340
21798,6535,11470,52790,5340
21799,6535,11505,52790,5340
21800,6535,11505,52790,5340
21801,6535,11505,52795,5340
21802,6535,11505,52800,5340
21803,6535,11505,52805,5340
21804,6535,11505,52805,5340
21805,6535,11505,52810,5340
21806,6535,11505,52815,5340
21807,6535,11505,52820,5340
21808,6535,11505,52820,5340
21809,6535,11505,52820,5340
21810,6535,11505,52825,5340
21811,6535,11505,52825,5340
21812,6535,11505,52825,5375
21813,6535,11505,52830,5375
21814,6535,11505,52835,5375
21815,6535,11505,52840,5375
21816,6535,11505,52840,5375
21817,6535,11505,52840,5375
21818,6535,11505,52845,5375
21819,6540,11505,52850,5375
21820,6540,11505,52855,5375
21821,6540,11505,52855,5375
21822,6540,11505,52855,5375
21823,6540,11505,52855,5375
21824,6540,11505,52860,5375
21825,6540,11505,52865,5375
21826,6540,11505,52865,5375
21827,6540,11505,52865,5375
21828,6540,11505,52865,5375
21829,6540,11505,52870,5375
21830,6540,11505,52875,5375
21831,6540,11505,52880,5375
21832,6540,11505,52880,5410
21833,6540,11505,52880,5410
21834,6540,11505,52880,5410
21835,6540,11540,52880,5410
21836,6540,11540,52880,5410
21837,6540,11540,52885,5410
21838,6540,11540,52885,5410
21839,6540,11540,52885,5410
21840,6575,11540,52885,5410
21841,6575,11540,52890,5410
21842,6575,11540,52890,5410
21843,6575,11540,52890,5410
21844,6575,11540,52890,5410
21845,6575,11540,52895,5410
21846,6575,11540,52900,5410
21847,6575,11545,52905,5410
21848,6575,11545,52905,5410
21849,6575,11545,52910,5410
21850,6575,11545,52915,5410
21851,6575,11545,52915,5410
21852,6575,11545,52915,5410
21853,6575,11545,52915,5410
21854,6575,11545,52920,5410
21855,6575,11545,52920,5410
21856,6575,11545,52925,5410
21857,6575,11545,52925,5410
21858,6575,11545,52930,5410
21859,6575,11545,52935,5410
21860,6575,11545,52940,5410
21861,6575,11545,52945,5410
21862,6575,11550,52950,5410
21863,6575,11550,52950,5410
21864,6575,11550,52955,5410
21865,6575,11550,52960,5410
21866,6575,11550,52965,5410
21867,6575,11550,52970,5410
21868,6575,11550,52975,5410
21869,6575,11550,52975,5410
21870,6575,11550,52980,5410
21871,6575,11550,52985,5410
21872,6575,11585,52985,5410
21873,6575,11585,52985,5410
21874,6575,11585,52990,5410
21875,6575,11585,52990,5410
21876,6575,11620,52990,5410
21877,6575,11620,52995,5410
21878,6575,11620,53000,5410
21879,6575,11620,53000,5410
21880,6575,11620,53005,5410
21881,6575,11620,53005,5410
21882,6575,11620,53005,5410
21883,6575,11620,53010,5410
21884,6575,11620,53010,5410
21885,6575,11620,53015,5410
21886,6575,11620,53020,5410
21887,6575,11620,53020,5410
21888,6575,11620,53025,5410
21889,6575,11620,53025,5410
21890,6575,11620,53030,5410
21891,6575,11620,53030,5410
21892,6575,11620,53035,5410
21893,6575,11620,53040,5410
21894,6575,11620,53045,5410
21895,6575,11620,53045,5410
21896,6575,11620,53045,5410
21897,6575,11620,53050,5410
21898,6575,11620,53055,5410
21899,6575,11620,53055,5410
21900,6575,11620,53060,5410
21901,6575,11620,53065,5410
21902,6575,11620,53070,5410
21903,6575,11620,53070,5410
21904,6575,11615,53070,5410
21905,6575,11615,53075,5410
21906,6575,11615,53080,5410
21907,6575,11615,53080,5410
21908,6575,11615,53085,5410
21909,6575,11615,53090,5410
21910,6575,11615,53090,5410
21911,6575,11615,53090,5410
21912,6575,11615,53095,5410
21913,6610,11615,53095,5410
21914,6610,11650,53095,5410
21915,6610,11650,53095,5410
21916,6610,11650,53095,5410
21917,6610,11650,53095,5410
21918,6610,11650,53095,5410
21919,6610,11650,53100,5410
21920,6605,11650,53100,5410
21921,6610,11650,53105,5410
21922,6610,11650,53110,5410
21923,6610,11650,53110,5410
21924,6610,11650,53115,5410
21925,6610,11650,53120,5410
21926,6610,11650,53125,5410
21927,6610,11645,53125,5410
21928,6610,11645,53125,5445
21929,6610,11645,53130,5445
21930,6610,11645,53135,5445
21931,6610,11645,53135,5445
21932,6610,11645,53135,5445
21933,6610,11645,53135,5445
21934,6610,11645,53140,5445
21935,6610,11645,53145,5445
21936,6610,11645,53145,5445
21937,6610,11645,53150,5445
21938,6610,11645,53150,5445
21939,6610,11645,53155,5445
21940,6610,11645,53155,5445
21941,6610,11645,53155,5445
21942,6610,11645,53160,5445
21943,6610,11645,53160,5445
21944,6610,11645,53160,5445
21945,6610,11645,53165,5445
21946,6610,11645,53170,5445
21947,6610,11645,53170,5445
21948,6610,11645,53170,5445
21949,6610,11645,53170,5445
21950,6610,11645,53175,5445
21951,6610,11645,53180,5445
21952,6610,11645,53185,5445
21953,6610,11680,53185,5445
21954,6610,11680,53185,5445
21955,6610,11680,53185,5445
21956,6610,11680,53185,5445
21957,6610,11680,53190,5445
21958,6610,11680,53190,5480
21959,6610,11680,53195,5480
21960,6610,11680,53200,5480
21961,6610,11680,53200,5480
21962,6610,11680,53205,5480
21963,6610,11680,53210,5480
21964,6610,11680,53210,5480
21965,6645,11680,53210,5480
21966,6645,11680,53210,5480
21967,6645,11680,53210,5480
21968,6680,11680,53210,5480
21969,6680,11680,53215,5480
21970,6680,11680,53215,5480
21971,6680,11680,53215,5480
21972,6680,11685,53220,5480
21973,6680,11685,53220,5480
21974,6680,11685,53220,5480
21975,6680,11685,53225,5480
21976,6680,11685,53230,5480
21977,6680,11685,53235,5480
21978,6680,11685,53240,5480
21979,6680,11685,53240,5480
21980,6680,11685,53245,5480
21981,6680,11685,53250,5480
21982,6680,11685,53255,5480
21983,6680,11685,53260,5480
21984,6680,11720,53260,5480
21985,6680,11720,53265,5480
21986,6680,11720,53265,5480
21987,6680,11720,53270,5480
21988,6680,11720,53275,5480
21989,6680,11720,53275,5480
21990,6680,11720,53280,5480
21991,6680,11720,53285,5480
21992,6680,11720,53285,5480
21993,6680,11720,53290,5480
21994,6680,11720,53290,5480
21995,6680,11720,53295,5480
21996,6680,11720,53295,5480
21997,6680,11720,53295,5515
21998,6680,11720,53300,5515
21999,6680,11720,53305,5515
22000,6680,11720,53305,5515
22001,6680,11720,53305,5515
22002,6680,11720,53305,5515
22003,6680,11720,53310,5515
22004,6680,11720,53315,5515
22005,6680,11720,53315,5515
22006,6680,11720,53320,5515
22007,6680,11720,53320,5515
22008,6680,11755,53320,5515
22009,6680,11755,53320,5550
22010,6680,11755,53325,5550
22011,6680,11790,53325,5550
22012,6680,11795,53330,5550
22013,6680,11795,53335,5550
22014,6680,11795,53335,5550
22015,6680,11795,53340,5550
22016,6680,11795,53340,5550
22017,6680,11795,53345,5550
22018,6680,11795,53350,5550
22019,6680,11790,53350,5550
22020,6680,11790,53355,5550
22021,6680,11790,53355,5550
22022,6680,11790,53360,5550
22023,6680,11790,53360,5550
22024,6715,11790,53360,5550
22025,6715,11790,53360,5550
22026,6715,11790,53365,5550
22027,6715,11795,53370,5550
22028,6715,11795,53375,5550
22029,6715,11795,53375,5585
22030,6715,11795,53380,5585
22031,6715,11795,53385,5585
22032,6715,11795,53385,5585
22033,6715,11795,53385,5585
22034,6715,11795,53385,5585
22035,6715,11795,53390,5585
22036,6715,11795,53390,5585
22037,6715,11795,53390,5585
22038,6710,11795,53390,5585
22039,6710,11795,53395,5585
22040,6710,11795,53400,5585
22041,6710,11795,53405,5585
22042,6710,11830,53405,5585
22043,6710,11830,53410,5585
22044,6710,11830,53415,5585
22045,6710,11865,53415,5585
22046,6710,11865,53415,5585
22047,6710,11865,53415,5585
22048,6710,11865,53420,5585
22049,6710,11865,53425,5585
22050,6710,11865,53430,5585
22051,6710,11865,53430,5585
22052,6710,11865,53435,5585
22053,6710,11900,53435,5585
22054,6710,11900,53435,5585
22055,6710,11900,53440,5585
22056,6710,11900,53440,5585
22057,6710,11900,53445,5585
22058,6710,11900,53450,5585
22059,6710,11900,53450,5585
22060,6710,11900,53455,5585
22061,6710,11900,53455,5585
22062,6745,11900,53455,5620
22063,6745,11900,53460,5620
22064,6745,11900,53465,5620
22065,6745,11900,53470,5620
22066,6745,11900,53470,5620
22067,6780,11900,53470,5620
22068,6775,11935,53470,5620
22069,6775,11935,53470,5620
22070,6775,11935,53470,5620
22071,6775,11935,53475,5620
22072,6775,11935,53475,5620
22073,6775,11935,53475,5620
22074,6775,11935,53475,5655
22075,6775,11935,53480,5655
22076,6775,11935,53485,5655
22077,6775,11935,53490,5655
22078,6775,11935,53490,5655
22079,6775,11935,53490,5655
22080,6775,11935,53490,5655
22081,6810,11935,53490,5655
22082,6810,11935,53490,5655
22083,6810,11935,53490,5655
22084,6810,11935,53490,5655
22085,6810,11935,53490,5655
22086,6810,11935,53490,5655
22087,6810,11970,53490,5655
22088,6810,11970,53490,5655
22089,6810,11970,53490,5655
22090,6810,11970,53495,5655
22091,6810,11970,53495,5655
22092,6810,11970,53495,5655
22093,6810,11970,53500,5655
22094,6810,11970,53505,5655
22095,6810,11970,53505,5655
22096,6810,11970,53505,5655
22097,6810,11970,53505,5655
22098,6810,11970,53505,5655
22099,6810,11970,53505,5655
22100,6810,11970,53505,5655
22101,6810,11975,53510,5655
22102,6810,11975,53510,5655
22103,6810,11975,53510,5655
22104,6810,11975,53515,5655
22105,6810,11975,53520,5655
22106,6810,11975,53525,5655
22107,6810,11975,53525,5655
22108,6810,11975,53530,5655
22109,6810,11975,53535,5655
22110,6810,11975,53540,5655
22111,6810,11975,53540,5655
22112,6810,11975,53545,5655
22113,6810,11975,53550,5655
22114,6810,11975,53555,5655
22115,6810,11975,53560,5655
22116,6810,11975,53565,5655
22117,6810,11975,53565,5655
22118,6810,11975,53570,5655
22119,6810,11975,53575,5655
22120,6810,11975,53580,5655
22121,6810,11975,53580,5655
22122,6810,11975,53580,5655
22123,6810,12010,53580,5655
22124,6810,12010,53585,5655
22125,6810,12010,53585,5655
22126,6805,12010,53585,5655
22127,6805,12010,53585,5655
22128,6805,12010,53590,5655
22129,6805,12010,53595,5655
22130,6805,12010,53600,5655
22131,6805,12010,53600,5655
22132,6805,12010,53605,5655
22133,6805,12010,53605,5650
22134,6805,12010,53605,5650
22135,6805,12010,53605,5650
22136,6805,12010,53605,5650
22137,6805,12010,53605,5650
22138,6805,12010,53605,5650
22139,6805,12010,53610,5650
22140,6805,12010,53615,5650
22141,6805,12010,53620,5650
22142,6805,12010,53620,5650
22143,6840,12010,53620,5650
22144,6840,12010,53620,5650
22145,6840,12010,53620,5650
22146,6840,12010,53625,5650
22147,6840,12010,53625,5650
22148,6840,12010,53625,5650
22149,6840,12010,53630,5650
22150,6840,12010,53630,5645
22151,6840,12010,53630,5645
22152,6840,12010,53635,5645
22153,6840,12010,53640,5645
22154,6840,12010,53645,5645
22155,6840,12010,53650,5645
22156,6840,12010,53655,5645
22157,6840,12010,53660,5645
22158,6835,12010,53660,5645
22159,6835,12010,53665,5645
22160,6835,12010,53670,5645
22161,6835,12010,53675,5645
22162,6835,12010,53680,5645
22163,6835,12010,53685,5645
22164,6835,12010,53685,5645
22165,6835,12010,53690,5645
22166,6835,12010,53690,5645
22167,6870,12045,53690,5645
22168,6870,12045,53690,5645
22169,6870,12045,53695,5645
22170,6870,12045,53700,5645
22171,6870,12045,53700,5640
22172,6870,12045,53700,5640
22173,6870,12045,53700,5640
22174,6870,12045,53705,5640
22175,6905,12045,53705,5640
22176,6905,12045,53710,5640
22177,6905,12045,53710,5640
22178,6905,12045,53710,5675
22179,6905,12045,53715,5675
22180,6905,12045,53715,5675
22181,6905,12045,53715,5675
22182,6905,12040,53715,5675
22183,6905,12040,53720,5675
22184,6905,12040,53725,5675
22185,6905,12040,53725,5675
22186,6905,12040,53730,5675
22187,6905,12040,53735,5675
22188,6905,12040,53735,5675
22189,6905,12040,53740,5675
22190,6905,12040,53745,5675
22191,6905,12040,53750,5675
22192,6905,12040,53755,5675
22193,6905,12040,53760,5675
22194,6905,12040,53765,5675
22195,6905,12040,53770,5675
22196,6905,12040,53770,5675
22197,6905,12040,53770,5675
22198,6905,12040,53775,5675
22199,6905,12040,53780,5675
22200,6905,12040,53785,5675
22201,6905,12040,53790,5675
22202,6905,12040,53790,5710
22203,6905,12040,53790,5710
22204,6905,12040,53795,5710
22205,6905,12040,53800,5710
22206,6905,12040,53800,5710
22207,6905,12040,53800,5710
22208,6905,12040,53805,5710
22209,6905,12040,53805,5710
22210,6905,12040,53805,5710
22211,6905,12040,53810,5710
22212,6905,12040,53815,5710
22213,6905,12040,53815,5710
22214,6905,12040,53820,5710
22215,6905,12040,53825,5710
22216,6905,12040,53830,5710
22217,6905,12040,53835,5710
22218,6905,12040,53835,5710
22219,6900,12040,53835,5710
22220,6900,12040,53840,5710
22221,6900,12040,53845,5710
22222,6900,12040,53850,5710
22223,6935,12040,53850,5710
22224,6935,12040,53850,5710
22225,6935,12040,53850,5745
22226,6935,12040,53855,5745
22227,6935,12040,53860,5745
22228,6935,12040,53865,5745
22229,6935,12040,53865,5745
22230,6935,12040,53870,5745
22231,6935,12040,53875,5745
22232,6935,12040,53875,5745
22233,6935,12040,53880,5745
22234,6935,12040,53880,5745
22235,6935,12040,53885,5745
22236,6935,12040,53890,5745
22237,6935,12040,53890,5745
22238,6935,12040,53895,5745
22239,6935,12040,53900,5745
22240,6970,12040,53900,5745
22241,6970,12040,53905,5745
22242,6970,12040,53910,5745
22243,6970,12040,53915,5745
22244,6965,12040,53915,5745
22245,6965,12040,53915,5745
22246,6965,12040,53920,5745
22247,7000,12040,53920,5745
22248,7000,12040,53925,5745
22249,7000,12040,53925,5745
22250,7000,12040,53930,5745
22251,7000,12040,53930,5745
22252,7000,12040,53930,5745
22253,7000,12040,53930,5745
22254,6995,12040,53930,5745
22255,6995,12040,53930,5745
22256,6995,12040,53930,5745
22257,6995,12040,53930,5745
22258,6995,12040,53930,5745
22259,6995,12040,53930,5745
22260,6995,12075,53930,5745
22261,6995,12110,53930,5745
22262,6995,12110,53935,5745
22263,6995,12110,53940,5745
22264,6995,12110,53940,5745
22265,6995,12110,53940,5745
22266,7030,12110,53940,5745
22267,7030,12110,53940,5745
22268,7030,12110,53940,5745
22269,7025,12110,53940,5745
22270,7025,12110,53940,5780
22271,7025,12110,53940,5780
22272,7025,12110,53945,5780
22273,7025,12110,53945,5780
22274,7025,12110,53950,5780
22275,7025,12110,53955,5780
22276,7025,12110,53960,5780
22277,7025,12110,53960,5780
22278,7025,12115,53965,5780
22279,7025,12115,53965,5780
22280,7025,12115,53970,5780
22281,7025,12115,53970,5780
22282,7025,12115,53970,5775
22283,7025,12115,53970,5775
22284,7025,12115,53975,5775
22285,7025,12115,53975,5775
22286,7025,12115,53975,5775
22287,7025,12115,53975,5770
22288,7025,12115,53975,5770
22289,7025,12115,53980,5770
22290,7025,12115,53980,5770
22291,7025,12115,53980,5770
22292,7025,12115,53985,5770
22293,7025,12110,53985,5770
22294,7020,12110,53985,5770
22295,7020,12110,53990,5770
22296,7020,12110,53990,5770
22297,7020,12110,53990,5770
22298,7020,12110,53995,5770
22299,7020,12110,53995,5770
22300,7055,12110,53995,5770
22301,7055,12110,53995,5770
22302,7055,12110,53995,5770
22303,7055,12110,53995,5770
22304,7055,12110,54000,5770
22305,7055,12110,54005,5770
22306,7055,12110,54010,5770
22307,7055,12110,54010,5770
22308,7055,12110,54015,5770
22309,7055,12110,54015,5770
22310,7055,12110,54015,5770
22311,7055,12110,54015,5770
22312,7055,12110,54015,5770
22313,7055,12110,54020,5770
22314,7055,12110,54025,5770
22315,7055,12110,54025,5770
22316,7055,12110,54025,5770
22317,7055,12110,54030,5770
22318,7055,12110,54035,5770
22319,7055,12110,54035,5770
22320,7055,12110,54035,5770
22321,7055,12110,54040,5770
22322,7055,12110,54040,5770
22323,7055,12110,54045,5770
22324,7055,12110,54045,5765
22325,7050,12110,54045,5765
22326,7050,12110,54045,5765
22327,7050,12110,54050,5765
22328,7050,12110,54050,5760
22329,7050,12110,54050,5760
22330,7050,12110,54050,5760
22331,7050,12110,54055,5760
22332,7050,12110,54055,5760
22333,7050,12110,54060,5760
22334,7050,12110,54065,5760
22335,7050,12110,54070,5760
22336,7050,12110,54070,5760
22337,7050,12110,54075,5760
22338,7050,12105,54075,5760
22339,7050,12105,54080,5760
22340,7050,12105,54085,5760
22341,7050,12105,54090,5760
22342,7050,12105,54095,5760
22343,7050,12140,54095,5760
22344,7050,12140,54095,5760
22345,7050,12140,54100,5760
22346,7050,12140,54105,5760
22347,7050,12140,54110,5760
22348,7050,12140,54110,5760
22349,7050,12140,54110,5760
22350,7050,12140,54115,5760
22351,7050,12140,54120,5760
22352,7050,12140,54120,5760
22353,7050,12140,54125,5760
22354,7050,12140,54130,5760
22355,7050,12140,54130,5760
22356,7050,12140,54135,5760
22357,7050,12140,54135,5760
22358,7050,12140,54135,5760
22359,7050,12140,54140,5760
22360,7050,12140,54145,5760
22361,7050,12140,54150,5760
22362,7050,12140,54155,5760
22363,7050,12140,54155,5760
22364,7050,12140,54160,5760
22365,7050,12140,54160,5755
22366,7050,12140,54165,5755
22367,7050,12140,54170,5755
22368,7050,12140,54175,5755
22369,7050,12140,54175,5755
22370,7050,12140,54175,5755
22371,7050,12140,54180,5755
22372,7050,12140,54180,5755
22373,7050,12140,54185,5755
22374,7050,12140,54185,5755
22375,7050,12140,54190,5755
22376,7050,12140,54190,5755
22377,7050,12140,54195,5755
22378,7050,12135,54195,5755
22379,7050,12135,54195,5755
22380,7050,12135,54200,5755
22381,7050,12135,54205,5755
22382,7050,12135,54210,5755
22383,7050,12135,54215,5755
22384,7050,12135,54215,5755
22385,7050,12135,54215,5755
22386,7050,12135,54215,5755
22387,7050,12135,54215,5755
22388,7050,12135,54215,5755
22389,7050,12135,54220,5755
22390,7050,12135,54220,5755
22391,7050,12135,54225,5755
22392,7050,12135,54225,5755
22393,7050,12135,54230,5755
22394,7050,12135,54235,5755
22395,7050,12135,54240,5755
22396,7050,12135,54245,5755
22397,7050,12135,54250,5755
22398,7050,12135,54250,5755
22399,7050,12135,54250,5790
22400,7050,12135,54250,5790
22401,7050,12135,54255,5790
22402,7085,12170,54255,5790
22403,7085,12170,54255,5790
22404,7085,12170,54255,5790
22405,7085,12170,54255,5790
22406,7085,12170,54255,5790
22407,7120,12170,54255,5825
22408,7120,12170,54260,5825
22409,7120,12170,54260,5825
22410,7120,12170,54260,5825
22411,7120,12170,54265,5825
22412,7120,12170,54270,5825
22413,7120,12170,54275,5825
22414,7120,12170,54275,5825
22415,7120,12170,54275,5825
22416,7120,12170,54280,5825
22417,7120,12170,54285,5825
22418,7155,12165,54285,5820
22419,7155,12165,54290,5820
22420,7155,12165,54290,5820
22421,7155,12165,54295,5820
22422,7155,12165,54295,5815
22423,7155,12165,54295,5850
22424,7155,12165,54300,5850
22425,7155,12165,54305,5850
22426,7155,12165,54310,5850
22427,7155,12165,54310,5845
22428,7155,12165,54310,5845
22429,7155,12165,54315,5845
22430,7155,12165,54320,5845
22431,7155,12165,54325,5845
22432,7155,12165,54325,5845
22433,7155,12165,54325,5845
22434,7155,12165,54330,5845
22435,7155,12165,54330,5845
22436,7155,12165,54335,5845
22437,7155,12165,54340,5845
22438,7155,12165,54340,5845
22439,7190,12165,54340,5845
22440,7190,12165,54345,5845
22441,7190,12165,54350,5845
22442,7190,12165,54350,5845
22443,7225,12165,54350,5845
22444,7225,12165,54350,5845
22445,7225,12165,54350,5845
22446,7225,12165,54355,5845
22447,7225,12165,54355,5845
22448,7225,12165,54360,5845
22449,7225,12165,54365,5845
22450,7225,12165,54365,5840
22451,7225,12165,54370,5840
22452,7225,12165,54375,5840
22453,7225,12165,54380,5840
22454,7225,12165,54385,5840
22455,7225,12165,54390,5840
22456,7225,12165,54390,5840
22457,7225,12165,54390,5840
22458,7230,12165,54395,5840
22459,7230,12165,54400,5840
22460,7230,12165,54405,5840
22461,7230,12165,54410,5840
22462,7230,12165,54410,5840
22463,7230,12165,54410,5835
22464,7230,12165,54415,5835
22465,7265,12165,54415,5835
22466,7265,12165,54420,5835
22467,7265,12165,54420,5835
22468,7265,12165,54425,5835
22469,7265,12165,54430,5835
22470,7265,12165,54435,5835
22471,7265,12165,54440,5835
22472,7265,12165,54440,5835
22473,7265,12165,54440,5835
22474,7265,12165,54445,5835
22475,7265,12165,54450,5835
22476,7265,12165,54455,5835
22477,7265,12165,54455,5835
22478,7265,12165,54460,5835
22479,7265,12165,54460,5835
