	Steps	Greedy	1% Greedy	5% Greedy	BBB		 BBB (All Steps)
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5685
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5715
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5710
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5705
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5740
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5735
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5730
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5725
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5720
							5755
							5755
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
							5790
