,5%Greedy_1 0.00001,5%Greedy_2 0.00001,5%Greedy_3 0.00001,5%Greedy_4 0.00001
25109,19060,18035,17275,16825
25110,19055,18035,17275,16825
25111,19055,18035,17275,16825
25112,19055,18035,17275,16825
25113,19055,18035,17275,16825
25114,19055,18035,17275,16825
25115,19055,18035,17275,16825
25116,19055,18035,17275,16825
25117,19055,18035,17275,16825
25118,19055,18035,17275,16825
25119,19055,18035,17275,16825
25120,19055,18035,17275,16825
25121,19055,18035,17275,16825
25122,19055,18035,17275,16825
25123,19055,18035,17275,16860
25124,19055,18035,17275,16860
25125,19055,18035,17275,16860
25126,19055,18035,17275,16860
25127,19055,18035,17275,16860
25128,19060,18035,17275,16860
25129,19060,18035,17275,16860
25130,19060,18035,17275,16860
25131,19060,18035,17275,16860
25132,19060,18035,17275,16860
25133,19060,18035,17275,16860
25134,19060,18035,17275,16860
25135,19060,18035,17275,16860
25136,19060,18035,17310,16860
25137,19060,18035,17310,16860
25138,19060,18035,17310,16860
25139,19060,18035,17310,16860
25140,19060,18035,17310,16860
25141,19060,18035,17310,16860
25142,19060,18035,17310,16895
25143,19060,18035,17310,16895
25144,19060,18035,17310,16895
25145,19060,18035,17310,16890
25146,19060,18035,17310,16890
25147,19060,18035,17310,16885
25148,19060,18035,17310,16885
25149,19060,18035,17310,16885
25150,19065,18040,17315,16885
25151,19065,18040,17315,16885
25152,19065,18040,17315,16885
25153,19100,18040,17315,16885
25154,19100,18040,17315,16885
25155,19100,18040,17315,16885
25156,19100,18040,17315,16885
25157,19100,18040,17315,16885
25158,19100,18035,17315,16885
25159,19100,18035,17315,16885
25160,19100,18035,17315,16885
25161,19100,18035,17315,16885
25162,19100,18035,17320,16885
25163,19100,18035,17320,16885
25164,19100,18035,17320,16885
25165,19100,18070,17320,16885
25166,19100,18070,17320,16885
25167,19135,18070,17320,16885
25168,19135,18070,17320,16885
25169,19135,18105,17320,16885
25170,19135,18105,17320,16885
25171,19135,18105,17320,16885
25172,19135,18105,17320,16885
25173,19135,18105,17320,16885
25174,19135,18105,17320,16885
25175,19135,18105,17320,16885
25176,19135,18105,17320,16885
25177,19135,18100,17320,16920
25178,19135,18105,17320,16920
25179,19135,18105,17320,16920
25180,19135,18105,17320,16920
25181,19135,18105,17320,16920
25182,19170,18105,17320,16955
25183,19170,18110,17320,16955
25184,19170,18110,17320,16955
25185,19170,18110,17320,16955
25186,19170,18110,17320,16955
25187,19170,18110,17320,16955
25188,19170,18110,17320,16955
25189,19170,18110,17320,16955
25190,19170,18110,17320,16955
25191,19170,18110,17320,16955
25192,19170,18110,17320,16955
25193,19170,18110,17320,16955
25194,19170,18110,17320,16955
25195,19205,18110,17315,16955
25196,19205,18110,17315,16955
25197,19205,18110,17315,16955
25198,19205,18110,17315,16955
25199,19205,18110,17315,16955
25200,19205,18110,17315,16955
25201,19205,18110,17315,16955
25202,19205,18110,17315,16955
25203,19205,18110,17315,16955
25204,19205,18110,17315,16955
25205,19205,18110,17315,16955
25206,19205,18110,17315,16955
25207,19205,18110,17315,16955
25208,19205,18115,17315,16955
25209,19205,18110,17310,16955
25210,19205,18110,17310,16955
25211,19205,18110,17310,16955
25212,19205,18110,17310,16955
25213,19240,18110,17310,16955
25214,19240,18110,17310,16955
25215,19240,18110,17315,16955
25216,19240,18110,17315,16955
25217,19240,18110,17315,16955
25218,19240,18110,17315,16955
25219,19240,18110,17315,16955
25220,19240,18110,17315,16955
25221,19240,18110,17315,16955
25222,19240,18110,17315,16955
25223,19240,18110,17315,16955
25224,19240,18110,17315,16955
25225,19240,18110,17315,16955
25226,19240,18110,17315,16955
25227,19240,18110,17315,16955
25228,19240,18145,17315,16955
25229,19240,18145,17315,16955
25230,19240,18145,17315,16955
25231,19240,18145,17315,16955
25232,19240,18145,17315,16955
25233,19240,18145,17315,16955
25234,19240,18145,17310,16955
25235,19240,18145,17310,16955
25236,19240,18145,17345,16955
25237,19240,18145,17345,16955
25238,19240,18145,17345,16955
25239,19240,18145,17345,16955
25240,19240,18145,17345,16955
25241,19240,18145,17345,16955
25242,19240,18145,17345,16955
25243,19240,18145,17345,16955
25244,19240,18145,17345,16955
25245,19275,18145,17345,16955
25246,19275,18145,17345,16955
25247,19275,18145,17345,16955
25248,19275,18145,17345,16955
25249,19275,18145,17345,16955
25250,19275,18145,17345,16955
25251,19275,18145,17345,16955
25252,19280,18145,17345,16955
25253,19280,18145,17345,16955
25254,19280,18145,17345,16955
25255,19280,18145,17345,16955
25256,19280,18145,17345,16955
25257,19280,18145,17345,16955
25258,19280,18145,17345,16955
25259,19280,18145,17345,16955
25260,19280,18145,17345,16955
25261,19280,18145,17345,16955
25262,19280,18145,17345,16955
25263,19280,18145,17345,16955
25264,19280,18145,17345,16955
25265,19280,18180,17345,16955
25266,19280,18180,17345,16955
25267,19280,18180,17345,16955
25268,19275,18180,17345,16950
25269,19275,18180,17345,16950
25270,19275,18180,17345,16950
25271,19275,18180,17345,16950
25272,19275,18180,17345,16950
25273,19275,18180,17345,16950
25274,19275,18180,17345,16950
25275,19275,18180,17345,16950
25276,19275,18180,17345,16950
25277,19275,18180,17345,16950
25278,19275,18180,17345,16950
25279,19275,18180,17340,16950
25280,19275,18180,17335,16950
25281,19275,18180,17335,16950
25282,19275,18180,17335,16950
25283,19275,18180,17335,16950
25284,19275,18175,17335,16950
25285,19275,18175,17335,16985
25286,19275,18175,17335,16985
25287,19275,18175,17335,16985
25288,19275,18175,17335,16985
25289,19275,18175,17335,16985
25290,19275,18175,17335,16985
25291,19275,18175,17335,16985
25292,19275,18175,17335,16980
25293,19275,18175,17335,16975
25294,19280,18175,17335,16975
25295,19280,18175,17335,16975
25296,19280,18175,17335,16975
25297,19275,18170,17335,16975
25298,19275,18165,17335,16975
25299,19275,18165,17335,16975
25300,19275,18165,17335,16975
25301,19275,18160,17335,16975
25302,19275,18160,17335,16970
25303,19275,18160,17335,16970
25304,19275,18160,17335,16970
25305,19275,18160,17370,16965
25306,19275,18160,17370,16965
25307,19275,18160,17370,16965
25308,19275,18160,17370,16965
25309,19275,18160,17370,16965
25310,19275,18160,17370,16965
25311,19275,18160,17370,16965
25312,19275,18160,17370,16965
25313,19275,18160,17370,16965
25314,19270,18160,17370,16965
25315,19270,18160,17370,16965
25316,19270,18160,17370,16965
25317,19270,18160,17370,16960
25318,19270,18160,17370,16960
25319,19270,18160,17370,16960
25320,19270,18160,17370,16960
25321,19270,18160,17370,16960
25322,19270,18160,17370,16960
25323,19270,18160,17370,16960
25324,19270,18160,17370,16960
25325,19270,18160,17370,16960
25326,19270,18160,17370,16960
25327,19270,18160,17370,16960
25328,19270,18160,17405,16960
25329,19270,18155,17405,16960
25330,19270,18155,17405,16960
25331,19270,18155,17405,16960
25332,19270,18155,17405,16955
25333,19270,18155,17405,16955
25334,19270,18155,17405,16955
25335,19265,18155,17405,16990
25336,19265,18155,17405,16990
25337,19265,18155,17405,16990
25338,19265,18155,17405,16990
25339,19265,18155,17405,16990
25340,19265,18155,17405,16990
25341,19265,18155,17405,16990
25342,19265,18155,17405,16990
25343,19265,18150,17405,16990
25344,19265,18150,17405,16990
25345,19265,18150,17405,16990
25346,19265,18150,17405,16990
25347,19265,18155,17405,16990
25348,19265,18155,17405,16990
25349,19265,18155,17405,16990
25350,19265,18155,17405,16990
25351,19265,18155,17405,16990
25352,19265,18155,17405,16990
25353,19265,18155,17405,16990
25354,19300,18155,17405,16990
25355,19295,18155,17405,16990
25356,19295,18155,17405,16990
25357,19295,18155,17405,16990
25358,19295,18155,17405,16990
25359,19295,18155,17405,16990
25360,19295,18155,17405,16990
25361,19295,18155,17405,16990
25362,19295,18155,17405,16990
25363,19295,18155,17405,16990
25364,19295,18155,17405,16990
25365,19295,18155,17405,16990
25366,19295,18155,17405,16990
25367,19295,18155,17405,16990
25368,19295,18155,17405,16990
25369,19295,18155,17405,16990
25370,19295,18155,17405,16990
25371,19295,18155,17405,16990
25372,19295,18155,17405,16990
25373,19330,18155,17405,16990
25374,19330,18155,17405,16990
25375,19330,18190,17405,16985
25376,19330,18190,17405,16985
25377,19330,18190,17440,16985
25378,19330,18190,17440,16985
25379,19330,18190,17440,16985
25380,19330,18190,17440,16985
25381,19330,18190,17440,16985
25382,19330,18190,17440,16985
25383,19330,18190,17440,16985
25384,19330,18190,17440,16985
25385,19330,18190,17440,16985
25386,19330,18190,17440,16985
25387,19330,18190,17440,16985
25388,19330,18190,17440,16985
25389,19330,18190,17440,17020
25390,19330,18190,17440,17020
25391,19330,18190,17440,17020
25392,19330,18190,17440,17020
25393,19330,18190,17440,17020
25394,19330,18190,17440,17020
25395,19330,18190,17440,17020
25396,19330,18190,17440,17020
25397,19330,18190,17440,17020
25398,19330,18190,17440,17020
25399,19330,18190,17440,17020
25400,19330,18190,17440,17020
25401,19330,18190,17440,17020
25402,19330,18190,17440,17020
25403,19330,18190,17440,17020
25404,19330,18190,17440,17055
25405,19330,18190,17440,17055
25406,19325,18185,17440,17050
25407,19325,18185,17440,17050
25408,19325,18185,17440,17050
25409,19325,18185,17440,17050
25410,19325,18185,17440,17050
25411,19325,18185,17440,17045
25412,19325,18185,17440,17045
25413,19325,18185,17440,17045
25414,19325,18185,17440,17045
25415,19325,18185,17440,17045
25416,19325,18185,17440,17045
25417,19325,18185,17440,17045
25418,19325,18185,17440,17045
25419,19320,18185,17440,17045
25420,19320,18185,17440,17045
25421,19320,18185,17440,17045
25422,19355,18185,17440,17045
25423,19355,18185,17440,17045
25424,19355,18185,17445,17045
25425,19355,18185,17445,17045
25426,19355,18185,17445,17045
25427,19355,18185,17445,17045
25428,19355,18185,17445,17045
25429,19355,18185,17445,17045
25430,19355,18185,17445,17045
25431,19355,18185,17445,17045
25432,19355,18185,17445,17045
25433,19355,18185,17445,17045
25434,19355,18185,17445,17045
25435,19355,18185,17445,17045
25436,19355,18185,17445,17045
25437,19355,18185,17445,17045
25438,19355,18185,17445,17045
25439,19360,18190,17445,17045
25440,19360,18190,17445,17045
25441,19360,18190,17445,17045
25442,19360,18190,17445,17045
25443,19360,18190,17445,17045
25444,19360,18190,17445,17045
25445,19360,18190,17445,17045
25446,19360,18190,17445,17045
25447,19360,18190,17445,17045
25448,19360,18190,17445,17045
25449,19360,18190,17445,17045
25450,19360,18225,17445,17045
25451,19360,18225,17445,17045
25452,19360,18225,17445,17045
25453,19360,18225,17445,17045
25454,19360,18225,17445,17045
25455,19360,18260,17445,17045
25456,19360,18260,17445,17045
25457,19360,18260,17445,17045
25458,19360,18260,17445,17045
25459,19360,18260,17445,17045
25460,19360,18260,17445,17045
25461,19360,18260,17445,17045
25462,19360,18260,17445,17045
25463,19360,18260,17445,17045
25464,19360,18260,17445,17045
25465,19360,18260,17445,17045
25466,19360,18260,17445,17045
25467,19360,18260,17445,17045
25468,19360,18260,17445,17045
25469,19360,18260,17445,17045
25470,19360,18260,17445,17045
25471,19360,18260,17445,17045
25472,19360,18260,17445,17045
25473,19360,18260,17445,17045
25474,19360,18260,17445,17045
25475,19360,18260,17445,17045
25476,19360,18260,17445,17045
25477,19360,18260,17445,17045
25478,19360,18260,17445,17045
25479,19360,18260,17445,17045
25480,19360,18260,17445,17045
25481,19395,18260,17445,17045
25482,19395,18260,17445,17045
25483,19395,18260,17445,17045
25484,19395,18260,17445,17045
25485,19395,18260,17445,17045
25486,19395,18260,17445,17045
25487,19395,18260,17445,17040
25488,19395,18260,17445,17040
25489,19395,18260,17445,17040
25490,19395,18260,17445,17040
25491,19395,18260,17445,17040
25492,19395,18260,17445,17040
25493,19395,18260,17445,17040
25494,19395,18260,17445,17040
25495,19395,18260,17445,17040
25496,19395,18260,17445,17040
25497,19395,18260,17445,17040
25498,19395,18260,17445,17040
25499,19395,18260,17445,17040
25500,19395,18260,17445,17040
25501,19395,18260,17445,17045
25502,19395,18260,17445,17045
25503,19395,18260,17445,17045
25504,19395,18255,17445,17045
25505,19395,18255,17445,17045
25506,19395,18255,17445,17045
25507,19395,18255,17445,17045
25508,19395,18255,17445,17045
25509,19395,18255,17445,17045
25510,19395,18255,17445,17045
25511,19395,18255,17445,17045
25512,19395,18255,17445,17045
25513,19395,18255,17445,17045
25514,19395,18255,17445,17045
25515,19395,18255,17445,17045
25516,19395,18255,17445,17045
25517,19395,18255,17445,17040
25518,19395,18255,17445,17040
25519,19395,18255,17445,17040
25520,19395,18255,17445,17040
25521,19395,18255,17445,17040
25522,19395,18255,17445,17040
25523,19395,18255,17445,17040
25524,19395,18255,17480,17040
25525,19395,18255,17480,17040
25526,19395,18255,17480,17040
25527,19395,18255,17480,17040
25528,19395,18255,17480,17040
25529,19400,18260,17480,17040
25530,19400,18260,17480,17040
25531,19400,18260,17480,17040
25532,19400,18260,17480,17035
25533,19400,18260,17480,17035
25534,19400,18260,17480,17035
25535,19400,18265,17480,17035
25536,19400,18265,17480,17035
25537,19400,18265,17480,17035
25538,19400,18265,17480,17035
25539,19395,18265,17480,17035
25540,19395,18265,17480,17035
25541,19395,18265,17480,17035
25542,19395,18265,17480,17035
25543,19395,18265,17480,17070
25544,19395,18265,17480,17070
25545,19395,18265,17480,17075
25546,19395,18265,17480,17075
25547,19395,18265,17480,17075
25548,19395,18265,17480,17075
25549,19395,18265,17480,17075
25550,19395,18265,17480,17080
25551,19395,18265,17480,17080
25552,19395,18265,17480,17080
25553,19395,18265,17480,17080
25554,19395,18265,17480,17080
25555,19395,18265,17480,17080
25556,19395,18265,17480,17080
25557,19395,18265,17480,17080
25558,19395,18265,17480,17080
25559,19395,18265,17480,17080
25560,19395,18265,17480,17080
25561,19395,18265,17480,17080
25562,19395,18265,17480,17080
25563,19395,18265,17480,17080
25564,19395,18265,17480,17080
25565,19395,18265,17480,17080
25566,19395,18265,17480,17080
25567,19395,18265,17480,17080
25568,19395,18265,17480,17080
25569,19395,18265,17480,17080
25570,19395,18300,17515,17080
25571,19395,18300,17515,17080
25572,19395,18300,17515,17080
25573,19395,18300,17515,17080
25574,19395,18300,17515,17080
25575,19395,18300,17515,17080
25576,19395,18300,17515,17080
25577,19395,18300,17515,17080
25578,19430,18300,17515,17080
25579,19430,18300,17515,17080
25580,19430,18295,17515,17115
25581,19430,18295,17515,17110
25582,19430,18295,17515,17110
25583,19430,18295,17515,17110
25584,19430,18295,17515,17110
25585,19430,18295,17515,17110
25586,19430,18295,17515,17110
25587,19430,18295,17515,17110
25588,19430,18295,17515,17110
25589,19430,18295,17515,17110
25590,19430,18295,17515,17110
25591,19430,18295,17515,17110
25592,19430,18300,17515,17110
25593,19430,18300,17515,17110
25594,19430,18300,17515,17110
25595,19430,18300,17515,17110
25596,19430,18300,17515,17110
25597,19430,18300,17515,17110
25598,19430,18300,17515,17115
25599,19430,18300,17510,17115
25600,19465,18300,17510,17115
25601,19465,18300,17510,17115
25602,19465,18300,17505,17115
25603,19465,18300,17505,17115
25604,19465,18300,17505,17115
25605,19465,18300,17505,17115
25606,19465,18300,17505,17115
25607,19465,18300,17505,17115
25608,19460,18300,17505,17115
25609,19460,18300,17505,17115
25610,19460,18300,17505,17115
25611,19460,18300,17505,17115
25612,19460,18300,17505,17115
25613,19460,18295,17505,17115
25614,19460,18295,17505,17115
25615,19460,18295,17505,17115
25616,19460,18295,17505,17115
25617,19455,18295,17540,17115
25618,19455,18295,17540,17115
25619,19455,18295,17540,17115
25620,19455,18295,17540,17115
25621,19455,18295,17540,17115
25622,19455,18295,17540,17115
25623,19455,18295,17540,17115
25624,19490,18295,17540,17115
25625,19495,18295,17540,17115
25626,19495,18295,17540,17115
25627,19495,18295,17540,17115
25628,19495,18295,17540,17115
25629,19495,18295,17540,17115
25630,19495,18295,17540,17115
25631,19495,18295,17540,17115
25632,19495,18295,17540,17115
25633,19495,18295,17540,17115
25634,19495,18295,17540,17115
25635,19495,18295,17535,17115
25636,19495,18295,17535,17115
25637,19495,18295,17535,17115
25638,19495,18295,17535,17115
25639,19495,18295,17535,17115
25640,19495,18295,17540,17115
25641,19495,18295,17540,17115
25642,19495,18295,17540,17115
25643,19495,18295,17540,17115
25644,19495,18295,17545,17115
25645,19495,18295,17545,17115
25646,19495,18295,17545,17115
25647,19495,18295,17545,17115
25648,19495,18295,17545,17115
25649,19495,18295,17545,17115
25650,19495,18295,17545,17115
25651,19495,18295,17545,17115
25652,19495,18295,17545,17150
25653,19495,18295,17545,17150
25654,19495,18295,17545,17150
25655,19495,18295,17545,17150
25656,19495,18295,17545,17155
25657,19495,18295,17545,17155
25658,19495,18295,17545,17155
25659,19495,18295,17545,17155
25660,19495,18295,17540,17155
25661,19495,18295,17540,17155
25662,19495,18295,17540,17155
25663,19495,18295,17540,17155
25664,19495,18295,17540,17155
25665,19495,18295,17540,17155
25666,19495,18295,17540,17155
25667,19495,18295,17540,17155
25668,19495,18295,17540,17155
25669,19495,18330,17540,17155
25670,19495,18330,17540,17155
25671,19495,18330,17540,17155
25672,19495,18330,17540,17155
25673,19495,18330,17540,17155
25674,19495,18330,17540,17155
25675,19495,18330,17540,17190
25676,19495,18330,17540,17190
25677,19495,18330,17540,17190
25678,19495,18330,17540,17190
25679,19495,18325,17535,17190
25680,19495,18325,17535,17190
25681,19495,18325,17535,17190
25682,19495,18325,17535,17190
25683,19495,18325,17535,17190
25684,19495,18325,17535,17190
25685,19495,18325,17535,17190
25686,19495,18325,17535,17190
25687,19495,18325,17535,17190
25688,19495,18325,17535,17190
25689,19495,18325,17535,17190
25690,19495,18325,17570,17190
25691,19495,18325,17605,17190
25692,19495,18325,17605,17190
25693,19495,18325,17605,17190
25694,19495,18325,17605,17190
25695,19495,18325,17605,17190
25696,19495,18325,17605,17190
25697,19495,18325,17605,17190
25698,19495,18325,17605,17190
25699,19495,18325,17605,17190
25700,19495,18325,17605,17190
25701,19495,18325,17605,17190
25702,19495,18325,17605,17190
25703,19495,18325,17605,17190
25704,19495,18325,17605,17190
25705,19495,18325,17605,17190
25706,19495,18325,17605,17190
25707,19495,18325,17605,17190
25708,19495,18325,17605,17190
25709,19495,18325,17600,17190
25710,19495,18330,17600,17190
25711,19495,18330,17600,17190
25712,19495,18330,17600,17190
25713,19495,18330,17600,17190
25714,19495,18330,17600,17190
25715,19495,18330,17600,17190
25716,19495,18330,17600,17190
25717,19495,18330,17600,17190
25718,19495,18330,17600,17190
25719,19495,18330,17600,17190
25720,19495,18365,17600,17190
25721,19495,18365,17600,17190
25722,19495,18365,17600,17190
25723,19495,18365,17600,17190
25724,19495,18365,17600,17190
25725,19495,18365,17600,17190
25726,19495,18365,17600,17190
25727,19495,18365,17600,17190
25728,19495,18365,17600,17195
25729,19495,18365,17600,17195
25730,19495,18360,17600,17195
25731,19495,18360,17600,17195
25732,19495,18360,17600,17195
25733,19495,18360,17600,17195
25734,19495,18360,17600,17195
25735,19495,18360,17600,17195
25736,19495,18360,17600,17195
25737,19495,18360,17600,17195
25738,19495,18360,17600,17200
25739,19495,18395,17600,17200
25740,19495,18395,17600,17200
25741,19495,18395,17600,17200
25742,19495,18395,17600,17200
25743,19495,18395,17600,17200
25744,19495,18395,17600,17200
25745,19495,18395,17600,17200
25746,19495,18395,17600,17195
25747,19495,18395,17600,17195
25748,19495,18395,17600,17195
25749,19495,18395,17600,17195
25750,19495,18395,17600,17195
25751,19495,18395,17600,17195
25752,19495,18395,17600,17195
25753,19495,18395,17600,17195
25754,19495,18395,17600,17195
25755,19495,18395,17600,17195
25756,19495,18395,17600,17195
25757,19495,18395,17600,17195
25758,19495,18395,17600,17195
25759,19495,18395,17600,17195
25760,19495,18390,17600,17195
25761,19495,18390,17600,17195
25762,19500,18390,17600,17195
25763,19535,18385,17600,17195
25764,19535,18385,17600,17195
25765,19535,18385,17600,17195
25766,19535,18385,17600,17195
25767,19535,18385,17600,17195
25768,19535,18385,17600,17195
25769,19535,18385,17600,17195
25770,19535,18385,17600,17195
25771,19535,18385,17600,17195
25772,19535,18385,17600,17195
25773,19535,18385,17600,17195
25774,19535,18420,17600,17195
25775,19535,18420,17600,17195
25776,19535,18420,17600,17195
25777,19535,18420,17600,17195
25778,19530,18420,17600,17230
25779,19530,18420,17600,17230
25780,19530,18420,17600,17230
25781,19530,18420,17600,17230
25782,19530,18420,17600,17230
25783,19530,18420,17600,17230
25784,19535,18420,17600,17230
25785,19535,18420,17600,17230
25786,19535,18420,17600,17230
25787,19535,18420,17600,17230
25788,19535,18420,17600,17230
25789,19535,18420,17600,17230
25790,19535,18420,17600,17230
25791,19535,18420,17600,17230
25792,19535,18420,17600,17230
25793,19535,18420,17600,17230
25794,19535,18455,17600,17225
25795,19535,18455,17600,17225
25796,19535,18455,17600,17225
25797,19535,18455,17600,17225
25798,19535,18455,17600,17225
25799,19535,18455,17600,17225
25800,19535,18455,17600,17225
25801,19535,18455,17600,17225
25802,19535,18455,17600,17225
25803,19535,18455,17600,17225
25804,19535,18455,17600,17225
25805,19535,18455,17600,17225
25806,19535,18455,17600,17225
25807,19535,18455,17600,17225
25808,19535,18455,17600,17225
25809,19535,18455,17600,17225
25810,19535,18455,17600,17225
25811,19535,18455,17600,17225
25812,19535,18455,17600,17225
25813,19530,18455,17600,17225
25814,19530,18455,17600,17225
25815,19530,18450,17600,17225
25816,19530,18450,17600,17225
25817,19530,18445,17600,17225
25818,19530,18445,17600,17225
25819,19530,18445,17600,17225
25820,19530,18445,17600,17225
25821,19530,18445,17600,17225
25822,19530,18445,17600,17225
25823,19525,18445,17600,17225
25824,19525,18445,17600,17225
25825,19560,18445,17600,17225
25826,19560,18445,17600,17225
25827,19560,18445,17600,17225
25828,19560,18450,17600,17225
25829,19565,18450,17600,17225
25830,19565,18450,17600,17225
25831,19565,18450,17600,17225
25832,19560,18450,17600,17225
25833,19560,18450,17600,17225
25834,19560,18450,17600,17225
25835,19560,18450,17600,17225
25836,19560,18450,17600,17225
25837,19560,18450,17600,17225
25838,19560,18450,17600,17225
25839,19560,18450,17600,17225
25840,19560,18450,17600,17225
25841,19565,18450,17600,17225
25842,19565,18450,17595,17225
25843,19565,18450,17595,17225
25844,19565,18450,17595,17225
25845,19565,18450,17595,17225
25846,19565,18450,17595,17225
25847,19565,18450,17595,17225
25848,19565,18450,17595,17225
25849,19565,18450,17595,17225
25850,19565,18450,17595,17225
25851,19565,18450,17595,17225
25852,19565,18450,17600,17225
25853,19565,18450,17600,17225
25854,19565,18450,17600,17225
25855,19565,18450,17600,17225
25856,19565,18450,17600,17225
25857,19565,18450,17600,17225
25858,19565,18450,17600,17225
25859,19565,18450,17600,17225
25860,19565,18450,17600,17225
25861,19565,18450,17600,17225
25862,19565,18450,17600,17220
25863,19565,18450,17600,17220
25864,19565,18450,17600,17220
25865,19565,18450,17600,17220
25866,19565,18450,17600,17220
25867,19565,18450,17600,17220
25868,19565,18450,17600,17220
25869,19565,18450,17600,17220
25870,19565,18450,17600,17220
25871,19565,18450,17600,17220
25872,19565,18485,17600,17220
25873,19565,18485,17600,17220
25874,19565,18485,17600,17220
25875,19565,18485,17600,17220
25876,19565,18485,17635,17220
25877,19565,18485,17635,17225
25878,19565,18485,17635,17225
25879,19565,18485,17635,17225
25880,19565,18485,17635,17225
25881,19565,18485,17640,17225
25882,19565,18520,17640,17220
25883,19565,18520,17640,17215
25884,19565,18520,17640,17215
25885,19565,18555,17640,17215
25886,19565,18555,17640,17215
25887,19565,18555,17675,17215
25888,19565,18555,17675,17215
25889,19565,18555,17675,17215
25890,19565,18555,17675,17215
25891,19565,18555,17675,17215
25892,19565,18555,17675,17215
25893,19565,18555,17675,17215
25894,19565,18555,17675,17215
25895,19565,18555,17675,17215
25896,19565,18555,17675,17215
25897,19565,18555,17675,17215
25898,19565,18555,17675,17215
25899,19565,18555,17675,17215
25900,19565,18555,17675,17215
25901,19565,18555,17675,17215
25902,19565,18555,17675,17215
25903,19565,18555,17710,17215
25904,19565,18555,17710,17215
25905,19600,18550,17710,17215
25906,19600,18550,17710,17215
25907,19600,18550,17710,17215
25908,19600,18550,17705,17215
25909,19600,18550,17700,17210
25910,19600,18550,17700,17210
25911,19600,18550,17695,17205
25912,19600,18550,17695,17205
25913,19600,18550,17695,17205
25914,19600,18550,17695,17205
25915,19600,18550,17695,17205
25916,19600,18550,17695,17205
25917,19600,18550,17695,17205
25918,19600,18550,17695,17205
25919,19600,18550,17695,17205
25920,19635,18550,17695,17205
25921,19635,18550,17695,17205
25922,19635,18550,17695,17205
25923,19635,18550,17695,17205
25924,19635,18550,17695,17205
25925,19635,18550,17695,17205
25926,19635,18550,17695,17205
25927,19635,18550,17695,17205
25928,19635,18550,17695,17205
25929,19635,18585,17695,17205
25930,19635,18585,17695,17205
25931,19635,18585,17695,17205
25932,19635,18585,17695,17205
25933,19635,18585,17695,17205
25934,19635,18585,17695,17205
25935,19635,18585,17695,17205
25936,19635,18585,17695,17205
25937,19635,18585,17695,17205
25938,19635,18585,17695,17205
25939,19635,18585,17695,17205
25940,19635,18585,17690,17205
25941,19635,18585,17690,17205
25942,19630,18585,17690,17205
25943,19630,18585,17690,17205
25944,19630,18585,17690,17205
25945,19630,18585,17690,17205
25946,19630,18585,17690,17205
25947,19630,18585,17690,17205
25948,19630,18585,17690,17205
25949,19630,18585,17690,17205
25950,19635,18585,17690,17205
25951,19635,18585,17690,17205
25952,19635,18585,17690,17205
25953,19635,18585,17690,17205
25954,19635,18585,17690,17205
25955,19635,18585,17690,17205
25956,19635,18585,17690,17205
25957,19635,18585,17690,17205
25958,19635,18585,17690,17205
25959,19635,18585,17690,17240
25960,19635,18585,17690,17240
25961,19635,18580,17690,17240
25962,19635,18580,17690,17240
25963,19635,18580,17690,17240
25964,19635,18580,17690,17240
25965,19635,18580,17690,17240
25966,19635,18580,17690,17240
25967,19635,18580,17690,17240
25968,19635,18580,17690,17240
25969,19635,18580,17690,17240
25970,19635,18580,17690,17240
25971,19635,18580,17690,17240
25972,19635,18580,17690,17240
25973,19635,18580,17690,17240
25974,19635,18580,17690,17240
25975,19635,18580,17690,17240
25976,19635,18575,17690,17240
25977,19635,18575,17690,17240
25978,19635,18575,17690,17240
25979,19635,18575,17690,17240
25980,19635,18575,17690,17240
25981,19635,18575,17690,17240
25982,19635,18575,17690,17240
25983,19635,18575,17690,17240
25984,19635,18575,17690,17240
25985,19635,18575,17690,17240
25986,19635,18575,17690,17240
25987,19635,18575,17690,17240
25988,19635,18575,17690,17240
25989,19635,18575,17690,17240
25990,19635,18575,17690,17240
25991,19635,18575,17690,17240
25992,19635,18575,17690,17240
25993,19635,18575,17690,17240
25994,19635,18575,17690,17240
25995,19635,18575,17690,17240
25996,19635,18575,17690,17240
25997,19635,18575,17690,17240
25998,19635,18575,17690,17240
25999,19635,18575,17690,17240
26000,19635,18575,17690,17240
26001,19635,18575,17690,17240
26002,19635,18575,17690,17240
26003,19635,18575,17695,17240
26004,19635,18575,17695,17240
26005,19635,18575,17695,17240
26006,19635,18575,17695,17240
26007,19635,18575,17695,17240
26008,19635,18575,17695,17275
26009,19635,18575,17695,17275
26010,19635,18575,17695,17275
26011,19635,18575,17695,17275
26012,19635,18575,17695,17275
26013,19635,18575,17695,17275
26014,19635,18575,17695,17275
26015,19635,18580,17695,17275
26016,19635,18580,17695,17275
26017,19635,18580,17695,17275
26018,19670,18580,17695,17275
26019,19670,18580,17695,17275
26020,19670,18580,17695,17275
26021,19670,18580,17695,17275
26022,19670,18580,17690,17275
26023,19670,18580,17690,17275
26024,19670,18580,17690,17275
26025,19670,18580,17690,17275
26026,19670,18580,17690,17275
26027,19670,18580,17690,17275
26028,19670,18580,17690,17270
26029,19670,18580,17690,17270
26030,19670,18580,17690,17270
26031,19670,18580,17725,17270
26032,19670,18580,17725,17270
26033,19670,18580,17725,17270
26034,19670,18580,17725,17270
26035,19670,18580,17725,17270
26036,19670,18580,17725,17305
26037,19670,18580,17725,17305
