,5%Greedy_1 0.00001,5%Greedy_2 0.00001,5%Greedy_3 0.00001,5%Greedy_4 0.00001
26038,19670,18580,17725,17305
26039,19670,18580,17725,17305
26040,19670,18580,17725,17305
26041,19670,18580,17725,17305
26042,19670,18580,17725,17305
26043,19670,18580,17725,17305
26044,19670,18580,17725,17305
26045,19670,18580,17725,17305
26046,19670,18580,17725,17305
26047,19670,18580,17725,17305
26048,19670,18580,17725,17305
26049,19670,18580,17725,17305
26050,19705,18580,17720,17305
26051,19705,18580,17720,17305
26052,19705,18580,17720,17305
26053,19705,18580,17720,17305
26054,19705,18580,17720,17305
26055,19705,18580,17720,17305
26056,19705,18580,17720,17305
26057,19705,18580,17755,17305
26058,19710,18580,17755,17305
26059,19710,18580,17755,17305
26060,19710,18580,17755,17305
26061,19710,18580,17755,17305
26062,19710,18580,17755,17305
26063,19710,18580,17755,17305
26064,19710,18580,17755,17305
26065,19710,18580,17755,17305
26066,19710,18580,17755,17305
26067,19710,18580,17755,17305
26068,19715,18580,17755,17305
26069,19715,18580,17755,17305
26070,19715,18580,17755,17305
26071,19715,18580,17755,17305
26072,19715,18580,17755,17305
26073,19715,18580,17755,17305
26074,19715,18580,17755,17305
26075,19710,18580,17755,17305
26076,19710,18580,17755,17305
26077,19710,18580,17755,17305
26078,19710,18580,17755,17305
26079,19715,18585,17755,17305
26080,19710,18585,17755,17305
26081,19710,18580,17790,17305
26082,19710,18580,17790,17305
26083,19710,18580,17790,17305
26084,19710,18580,17790,17305
26085,19710,18580,17790,17305
26086,19710,18580,17790,17305
26087,19710,18580,17790,17305
26088,19745,18580,17790,17305
26089,19745,18580,17790,17305
26090,19745,18580,17790,17305
26091,19745,18580,17790,17305
26092,19745,18580,17790,17305
26093,19745,18580,17790,17305
26094,19745,18580,17790,17305
26095,19745,18580,17825,17305
26096,19745,18580,17825,17300
26097,19745,18580,17825,17300
26098,19745,18580,17825,17300
26099,19745,18580,17825,17300
26100,19745,18580,17825,17300
26101,19745,18580,17820,17300
26102,19745,18580,17820,17300
26103,19745,18580,17820,17300
26104,19745,18580,17820,17300
26105,19745,18580,17820,17300
26106,19745,18580,17820,17300
26107,19745,18580,17820,17300
26108,19745,18580,17820,17300
26109,19745,18580,17820,17300
26110,19745,18580,17820,17300
26111,19745,18580,17820,17300
26112,19745,18580,17820,17300
26113,19745,18580,17820,17300
26114,19745,18580,17820,17300
26115,19745,18580,17820,17300
26116,19745,18580,17820,17300
26117,19745,18580,17820,17300
26118,19745,18580,17820,17300
26119,19745,18580,17820,17300
26120,19745,18580,17820,17300
26121,19745,18580,17820,17305
26122,19745,18580,17820,17305
26123,19745,18580,17820,17305
26124,19745,18580,17820,17305
26125,19740,18580,17820,17340
26126,19740,18575,17820,17335
26127,19740,18575,17820,17335
26128,19740,18610,17820,17330
26129,19740,18610,17820,17330
26130,19740,18610,17820,17330
26131,19740,18610,17820,17330
26132,19740,18610,17815,17330
26133,19740,18610,17815,17365
26134,19740,18610,17815,17360
26135,19740,18610,17815,17360
26136,19740,18610,17815,17360
26137,19740,18610,17815,17360
26138,19775,18610,17815,17360
26139,19775,18610,17815,17360
26140,19775,18610,17815,17360
26141,19775,18610,17815,17360
26142,19775,18610,17815,17395
26143,19775,18610,17815,17395
26144,19775,18645,17815,17395
26145,19775,18645,17810,17395
26146,19775,18645,17810,17395
26147,19775,18645,17810,17395
26148,19775,18645,17810,17395
26149,19775,18645,17815,17395
26150,19775,18645,17815,17395
26151,19775,18645,17815,17395
26152,19775,18645,17820,17395
26153,19775,18645,17820,17395
26154,19775,18645,17820,17395
26155,19775,18645,17820,17395
26156,19810,18645,17820,17395
26157,19810,18645,17820,17395
26158,19810,18645,17820,17395
26159,19810,18645,17820,17395
26160,19810,18645,17820,17395
26161,19810,18645,17820,17395
26162,19810,18645,17820,17395
26163,19810,18645,17820,17395
26164,19810,18645,17820,17395
26165,19810,18645,17820,17395
26166,19810,18645,17820,17395
26167,19845,18645,17820,17395
26168,19845,18645,17820,17395
26169,19845,18645,17820,17400
26170,19845,18645,17820,17400
26171,19845,18645,17820,17400
26172,19845,18645,17820,17400
26173,19845,18645,17820,17400
26174,19845,18645,17815,17400
26175,19845,18645,17815,17400
26176,19845,18645,17815,17400
26177,19845,18645,17815,17400
26178,19845,18645,17815,17400
26179,19845,18645,17815,17400
26180,19845,18645,17815,17400
26181,19845,18645,17815,17400
26182,19845,18645,17815,17400
26183,19845,18645,17815,17400
26184,19845,18645,17815,17400
26185,19845,18645,17815,17400
26186,19845,18645,17820,17400
26187,19845,18645,17820,17400
26188,19845,18645,17820,17400
26189,19845,18645,17820,17400
26190,19845,18645,17820,17400
26191,19845,18645,17820,17400
26192,19845,18645,17820,17400
26193,19845,18645,17820,17400
26194,19845,18645,17820,17400
26195,19845,18645,17820,17400
26196,19845,18645,17820,17400
26197,19845,18645,17820,17400
26198,19845,18645,17820,17400
26199,19845,18645,17820,17400
26200,19845,18645,17820,17400
26201,19845,18645,17820,17400
26202,19845,18645,17820,17400
26203,19845,18645,17820,17400
26204,19845,18645,17815,17400
26205,19845,18645,17815,17400
26206,19845,18645,17815,17400
26207,19845,18645,17815,17400
26208,19845,18645,17815,17400
26209,19880,18645,17815,17400
26210,19880,18645,17815,17400
26211,19880,18645,17815,17400
26212,19875,18645,17815,17400
26213,19875,18645,17815,17400
26214,19875,18645,17815,17400
26215,19875,18645,17815,17400
26216,19875,18645,17815,17400
26217,19875,18645,17815,17400
26218,19875,18645,17815,17400
26219,19875,18645,17815,17400
26220,19875,18645,17815,17400
26221,19875,18645,17815,17435
26222,19875,18645,17815,17435
26223,19875,18645,17815,17435
26224,19875,18645,17815,17435
26225,19875,18645,17815,17435
26226,19875,18645,17815,17435
26227,19875,18645,17810,17435
26228,19875,18645,17810,17435
26229,19875,18645,17810,17435
26230,19875,18645,17810,17435
26231,19875,18645,17845,17435
26232,19875,18645,17845,17435
26233,19875,18645,17845,17435
26234,19910,18680,17845,17435
26235,19915,18680,17845,17435
26236,19915,18680,17845,17435
26237,19915,18680,17845,17435
26238,19915,18675,17845,17435
26239,19915,18675,17845,17435
26240,19915,18675,17845,17435
26241,19915,18675,17845,17435
26242,19915,18675,17845,17435
26243,19915,18675,17845,17435
26244,19915,18675,17845,17435
26245,19915,18675,17845,17435
26246,19915,18675,17845,17435
26247,19915,18675,17880,17435
26248,19915,18675,17880,17440
26249,19915,18675,17880,17440
26250,19915,18675,17880,17440
26251,19915,18675,17880,17440
26252,19915,18710,17880,17440
26253,19915,18710,17880,17440
26254,19915,18710,17880,17440
26255,19915,18710,17880,17440
26256,19915,18710,17880,17440
26257,19915,18710,17885,17440
26258,19915,18710,17885,17440
26259,19915,18710,17885,17440
26260,19915,18710,17885,17440
26261,19915,18710,17885,17440
26262,19915,18710,17885,17440
26263,19920,18710,17885,17440
26264,19920,18705,17885,17440
26265,19920,18705,17885,17440
26266,19920,18705,17885,17440
26267,19920,18705,17885,17440
26268,19920,18705,17885,17440
26269,19920,18705,17885,17440
26270,19920,18705,17885,17440
26271,19920,18705,17885,17440
26272,19920,18705,17885,17440
26273,19920,18705,17885,17440
26274,19920,18705,17885,17440
26275,19920,18705,17885,17440
26276,19920,18705,17885,17440
26277,19920,18705,17885,17440
26278,19920,18705,17885,17440
26279,19920,18705,17885,17440
26280,19920,18705,17885,17440
26281,19920,18700,17885,17440
26282,19920,18700,17885,17440
26283,19920,18700,17920,17440
26284,19920,18700,17920,17435
26285,19920,18700,17920,17435
26286,19920,18700,17920,17435
26287,19920,18700,17920,17435
26288,19920,18700,17955,17435
26289,19920,18700,17955,17435
26290,19920,18700,17955,17435
26291,19920,18705,17955,17435
26292,19920,18705,17955,17435
26293,19920,18705,17955,17435
26294,19920,18700,17955,17435
26295,19920,18700,17955,17430
26296,19920,18700,17955,17430
26297,19920,18700,17955,17430
26298,19920,18700,17955,17430
26299,19920,18700,17955,17430
26300,19920,18700,17955,17430
26301,19920,18700,17955,17430
26302,19920,18700,17955,17430
26303,19920,18700,17955,17430
26304,19920,18700,17955,17430
26305,19955,18700,17955,17430
26306,19955,18700,17955,17430
26307,19955,18700,17955,17430
26308,19955,18700,17955,17430
26309,19955,18700,17955,17430
26310,19955,18700,17955,17430
26311,19955,18700,17955,17465
26312,19955,18700,17955,17465
26313,19955,18700,17955,17460
26314,19955,18700,17955,17460
26315,19955,18700,17955,17460
26316,19955,18700,17955,17460
26317,19955,18700,17950,17455
26318,19955,18700,17950,17455
26319,19955,18700,17950,17455
26320,19955,18700,17950,17455
26321,19950,18700,17945,17455
26322,19950,18700,17945,17455
26323,19950,18700,17945,17455
26324,19950,18700,17945,17455
26325,19950,18700,17945,17455
26326,19950,18695,17945,17455
26327,19950,18695,17945,17455
26328,19950,18695,17945,17455
26329,19950,18695,17945,17455
26330,19950,18695,17945,17455
26331,19950,18695,17945,17455
26332,19950,18695,17945,17455
26333,19950,18695,17945,17455
26334,19950,18695,17945,17455
26335,19950,18695,17945,17455
26336,19950,18695,17945,17455
26337,19950,18695,17945,17450
26338,19950,18695,17945,17450
26339,19950,18695,17945,17450
26340,19950,18695,17945,17450
26341,19950,18695,17945,17450
26342,19950,18695,17940,17450
26343,19950,18695,17940,17450
26344,19950,18695,17940,17455
26345,19950,18695,17940,17455
26346,19950,18695,17940,17450
26347,19950,18695,17940,17450
26348,19950,18695,17940,17450
26349,19955,18695,17940,17455
26350,19955,18695,17940,17455
26351,19960,18695,17940,17455
26352,19995,18690,17940,17455
26353,19995,18690,17940,17455
26354,19995,18690,17940,17455
26355,19995,18690,17940,17455
26356,19995,18690,17940,17455
26357,19995,18690,17940,17455
26358,19995,18690,17940,17455
26359,19995,18685,17940,17455
26360,19995,18685,17940,17455
26361,19995,18685,17940,17490
26362,19995,18685,17940,17490
26363,19995,18685,17940,17490
26364,19995,18685,17945,17490
26365,19995,18685,17945,17490
26366,19995,18685,17945,17490
26367,19995,18685,17945,17490
26368,19995,18685,17945,17490
26369,19995,18680,17945,17490
26370,19995,18680,17945,17490
26371,19995,18680,17945,17490
26372,19995,18680,17945,17490
26373,19995,18680,17945,17490
26374,19995,18680,17945,17490
26375,19995,18680,17945,17490
26376,20030,18680,17945,17490
26377,20030,18680,17945,17490
26378,20030,18680,17945,17490
26379,20025,18680,17945,17490
26380,20025,18675,17945,17490
26381,20025,18675,17945,17490
26382,20025,18675,17940,17490
26383,20025,18675,17940,17490
26384,20025,18675,17940,17485
26385,20025,18675,17940,17485
26386,20025,18675,17940,17485
26387,20025,18675,17940,17485
26388,20025,18675,17940,17485
26389,20025,18675,17940,17485
26390,20025,18675,17940,17485
26391,20030,18675,17940,17485
26392,20030,18675,17940,17485
26393,20030,18675,17940,17485
26394,20030,18675,17940,17485
26395,20030,18675,17940,17485
26396,20030,18675,17940,17480
26397,20030,18675,17940,17480
26398,20030,18675,17940,17480
26399,20030,18675,17940,17480
26400,20030,18675,17940,17480
26401,20030,18675,17940,17480
26402,20030,18675,17940,17480
26403,20030,18675,17940,17480
26404,20030,18675,17940,17480
26405,20030,18675,17940,17480
26406,20030,18675,17940,17480
26407,20030,18675,17940,17480
26408,20030,18670,17940,17480
26409,20030,18670,17940,17480
26410,20030,18670,17940,17480
26411,20030,18670,17940,17480
26412,20030,18670,17940,17480
26413,20030,18670,17940,17480
26414,20030,18670,17975,17480
26415,20030,18670,17975,17480
26416,20030,18670,17975,17480
26417,20030,18670,17975,17480
26418,20030,18670,17975,17480
26419,20065,18670,17975,17480
26420,20065,18670,17975,17480
26421,20065,18670,17975,17480
26422,20065,18670,17975,17480
26423,20065,18670,17975,17480
26424,20065,18670,17975,17480
26425,20065,18670,17975,17480
26426,20065,18670,17975,17475
26427,20065,18670,17975,17475
26428,20065,18670,17975,17475
26429,20065,18670,17975,17475
26430,20065,18670,17975,17475
26431,20065,18670,17975,17475
26432,20065,18670,17975,17475
26433,20065,18670,17975,17475
26434,20065,18670,17975,17475
26435,20065,18670,17975,17475
26436,20065,18670,17975,17475
26437,20065,18670,17975,17475
26438,20065,18670,17975,17475
26439,20065,18670,17970,17510
26440,20065,18675,17970,17515
26441,20065,18675,17970,17515
26442,20065,18675,17970,17515
26443,20065,18675,17970,17515
26444,20065,18675,17970,17515
26445,20065,18675,17970,17515
26446,20065,18675,17970,17515
26447,20065,18675,17965,17515
26448,20070,18675,17965,17515
26449,20070,18710,17965,17515
26450,20070,18710,17965,17515
26451,20070,18710,17965,17515
26452,20070,18710,17965,17515
26453,20070,18710,17965,17515
26454,20070,18710,17965,17515
26455,20070,18710,17965,17515
26456,20070,18715,17965,17515
26457,20070,18715,17960,17515
26458,20070,18715,17960,17515
26459,20070,18715,17960,17515
26460,20075,18715,17960,17515
26461,20075,18715,17960,17515
26462,20075,18715,17960,17515
26463,20075,18715,17960,17515
26464,20075,18715,17960,17515
26465,20075,18715,17960,17515
26466,20075,18715,17960,17550
26467,20075,18715,17960,17550
26468,20075,18715,17960,17550
26469,20075,18715,17960,17550
26470,20075,18710,17960,17550
26471,20075,18710,17960,17550
26472,20075,18710,17960,17550
26473,20075,18710,17965,17550
26474,20075,18710,17965,17550
26475,20075,18710,17965,17550
26476,20075,18710,17965,17550
26477,20075,18710,17965,17550
26478,20075,18710,17965,17550
26479,20075,18710,17965,17550
26480,20075,18710,17965,17550
26481,20075,18710,17965,17550
26482,20075,18710,17965,17550
26483,20110,18710,17965,17550
26484,20110,18710,17965,17550
26485,20110,18710,17965,17550
26486,20110,18710,17965,17550
26487,20110,18710,17965,17550
26488,20110,18710,17960,17550
26489,20110,18710,17960,17550
26490,20110,18710,17960,17550
26491,20110,18710,17960,17550
26492,20110,18710,17960,17550
26493,20110,18710,17960,17550
26494,20110,18710,17960,17550
26495,20110,18710,17960,17550
26496,20110,18710,17960,17550
26497,20110,18710,17960,17550
26498,20110,18710,17960,17550
26499,20110,18710,17960,17550
26500,20110,18710,17960,17550
26501,20110,18710,17960,17550
26502,20110,18710,17960,17550
26503,20110,18710,17960,17550
26504,20110,18710,17960,17550
26505,20110,18710,17960,17550
26506,20110,18710,17960,17550
26507,20110,18710,17960,17550
26508,20110,18710,17960,17550
26509,20110,18710,17960,17585
26510,20110,18710,17960,17585
26511,20110,18710,17965,17585
26512,20110,18710,17965,17585
26513,20110,18710,17965,17585
26514,20110,18710,17965,17585
26515,20110,18710,17965,17585
26516,20110,18710,17970,17585
26517,20110,18745,17970,17585
26518,20110,18745,17970,17585
26519,20110,18745,17975,17585
26520,20110,18745,17975,17585
26521,20110,18745,17975,17585
26522,20110,18745,17975,17585
26523,20110,18740,17975,17580
26524,20110,18740,17975,17580
26525,20110,18740,17975,17580
26526,20110,18740,17975,17580
26527,20110,18740,17975,17580
26528,20110,18740,17975,17580
26529,20110,18740,17975,17580
26530,20115,18740,17975,17580
26531,20115,18740,17975,17575
26532,20115,18740,17975,17575
26533,20115,18740,17975,17575
26534,20115,18740,18010,17575
26535,20115,18740,18010,17575
26536,20115,18740,18010,17575
26537,20115,18740,18010,17575
26538,20115,18740,18010,17575
26539,20115,18740,18045,17575
26540,20115,18740,18045,17575
26541,20115,18740,18045,17575
26542,20115,18740,18045,17575
26543,20115,18740,18045,17575
26544,20115,18740,18045,17575
26545,20115,18740,18045,17575
26546,20115,18740,18045,17575
26547,20110,18740,18045,17575
26548,20110,18740,18045,17575
26549,20110,18740,18045,17575
26550,20110,18740,18045,17580
26551,20105,18775,18045,17580
26552,20105,18775,18045,17580
26553,20105,18775,18045,17580
26554,20105,18775,18045,17580
26555,20105,18770,18045,17615
26556,20105,18770,18045,17615
26557,20105,18770,18045,17615
26558,20105,18770,18045,17615
26559,20105,18770,18045,17610
26560,20140,18770,18045,17610
26561,20140,18770,18045,17610
26562,20140,18770,18045,17610
26563,20140,18770,18045,17610
26564,20140,18770,18045,17610
26565,20140,18770,18045,17610
26566,20140,18775,18045,17610
26567,20140,18775,18045,17610
26568,20140,18775,18080,17645
26569,20140,18775,18080,17645
26570,20140,18775,18080,17645
26571,20140,18775,18080,17645
26572,20140,18775,18080,17645
26573,20140,18775,18080,17645
26574,20140,18775,18080,17645
26575,20140,18775,18080,17645
26576,20140,18775,18080,17645
26577,20140,18775,18080,17645
26578,20140,18775,18080,17645
26579,20140,18775,18080,17645
26580,20140,18775,18080,17645
26581,20140,18775,18080,17645
26582,20140,18775,18080,17640
26583,20140,18775,18080,17640
26584,20140,18775,18080,17640
26585,20140,18775,18080,17640
26586,20140,18775,18080,17640
26587,20140,18775,18080,17640
26588,20140,18775,18080,17640
26589,20140,18770,18080,17640
26590,20140,18770,18080,17640
26591,20140,18770,18080,17640
26592,20140,18770,18080,17640
26593,20140,18770,18080,17640
26594,20140,18770,18080,17640
26595,20140,18770,18080,17640
26596,20140,18770,18080,17640
26597,20140,18770,18080,17640
26598,20140,18770,18080,17640
26599,20140,18770,18080,17640
26600,20140,18770,18080,17675
26601,20140,18770,18080,17675
26602,20140,18770,18080,17675
26603,20175,18770,18080,17675
26604,20175,18770,18080,17675
26605,20170,18770,18080,17675
26606,20205,18770,18080,17675
26607,20205,18770,18080,17675
26608,20205,18770,18080,17675
