epoch valid_acc test_acc train_losses
99 0,09789999999999999 0,10499999999999998 0,020879721897654236
100 0,09960000000000002 0,10599999999999998 0,02118384577333927
101 0,0998 0,10760000000000003 0,02024229834671132
102 0,10199999999999998 0,10920000000000007 0,020191934376489373
103 0,10209999999999997 0,10750000000000004 0,020175573998130858
104 0,09729999999999994 0,10470000000000002 0,01772910257684998
105 0,10360000000000003 0,1079 0,01766107195522636
106 0,10109999999999997 0,1068 0,01948156252037734
107 0,1028 0,10750000000000004 0,016499816643772647
108 0,10020000000000007 0,10460000000000003 0,015822451516287403
109 0,0978 0,10520000000000007 0,015713924751617016
110 0,09889999999999999 0,1049 0,014587301580468193
111 0,10199999999999998 0,10820000000000007 0,014672355410875753
112 0,09789999999999999 0,10389999999999999 0,013137895873514936
113 0,09860000000000002 0,1049 0,01348172617261298
114 0,09799999999999998 0,10450000000000004 0,01319336960441433
115 0,10050000000000003 0,10660000000000003 0,013170178735163064
116 0,09670000000000001 0,10450000000000004 0,01298896552703809
117 0,10139999999999993 0,10629999999999995 0,011588237358955667
118 0,09850000000000003 0,10470000000000002 0,01245510452776216
119 0,10029999999999994 0,10699999999999998 0,01276650175161194
120 0,09950000000000003 0,10420000000000007 0,011546707132365554
121 0,09750000000000003 0,1048 0,010705067340750248
122 0,09920000000000007 0,10520000000000007 0,00987555455416441
123 0,09839999999999993 0,10329999999999995 0,00951689448149409
124 0,0998 0,10609999999999997 0,00976635200669989
125 0,1018 0,10639999999999994 0,009830847053672187
126 0,09750000000000003 0,10529999999999995 0,009750454038730823
127 0,10010000000000008 0,10650000000000004 0,009360045571811497
128 0,09799999999999998 0,10570000000000002 0,009103404259076343
129 0,09789999999999999 0,10499999999999998 0,008469588376465253
130 0,09670000000000001 0,10420000000000007 0,009221519802231341
131 0,09720000000000006 0,1049 0,008522784485830926
132 0,09850000000000003 0,10409999999999997 0,00812073245353531
133 0,0968 0,10399999999999998 0,007444874022039585
134 0,09810000000000008 0,1048 0,007753563745645806
135 0,09789999999999999 0,10389999999999999 0,006926314043230377
136 0,09870000000000001 0,10520000000000007 0,0074658833933062855
137 0,09710000000000008 0,10309999999999997 0,007012759240460582
138 0,09729999999999994 0,10329999999999995 0,006585794748971239
139 0,09820000000000007 0,1059 0,006632919093826786
140 0,09899999999999998 0,10470000000000002 0,006527224784367718
141 0,09920000000000007 0,1059 0,006462190991151147
142 0,09839999999999993 0,10460000000000003 0,006756644560955465
143 0,09750000000000003 0,10439999999999994 0,007032814784324728
144 0,09799999999999998 0,10399999999999998 0,00591157260874752
145 0,0978 0,1038 0,005773469770210795
146 0,09629999999999994 0,10360000000000003 0,00561927437200211
147 0,09699999999999998 0,10499999999999998 0,005579524090280757
148 0,09810000000000008 0,10429999999999995 0,005614092506584711
149 0,09750000000000003 0,10429999999999995 0,005444695977494121
150 0,09850000000000003 0,10509999999999997 0,005478138361650053
151 0,09839999999999993 0,1059 0,005308960129332263
152 0,09799999999999998 0,10450000000000004 0,005183476072270423
153 0,0958 0,10360000000000003 0,004998564009729307
154 0,09760000000000002 0,10409999999999997 0,0049365839382517155
155 0,09760000000000002 0,10499999999999998 0,004882084864075296
156 0,09770000000000001 0,10450000000000004 0,004850535676232539
157 0,09689999999999999 0,10460000000000003 0,004651246043504215
158 0,09910000000000008 0,10420000000000007 0,004688620064116549
159 0,09850000000000003 0,1049 0,004627887620590627
160 0,09810000000000008 0,10399999999999998 0,004555746574769728
161 0,09789999999999999 0,10529999999999995 0,004514509222935885
162 0,09739999999999993 0,10299999999999998 0,004371072006470058
163 0,09770000000000001 0,10499999999999998 0,004381341364060063
164 0,09850000000000003 0,10420000000000007 0,004314540344057605
165 0,09729999999999994 0,10429999999999995 0,00420054270332912
166 0,09689999999999999 0,10289999999999999 0,004137962514068932
167 0,0978 0,1038 0,004102791964251082
168 0,09920000000000007 0,10509999999999997 0,003976323707320262
169 0,09739999999999993 0,10350000000000004 0,003926388485706411
170 0,09729999999999994 0,10399999999999998 0,003865109104954172
171 0,09650000000000003 0,1038 0,0038425104509224183
172 0,09770000000000001 0,10389999999999999 0,003859845047700219
173 0,09660000000000002 0,10329999999999995 0,0038125096546718852
174 0,09829999999999994 0,1059 0,0036933513919939287
175 0,09850000000000003 0,10450000000000004 0,0037004441145109014
176 0,09899999999999998 0,10409999999999997 0,003779649308708031
177 0,09689999999999999 0,10439999999999994 0,0035923451939015648
178 0,09839999999999993 0,10350000000000004 0,0035652408469468355
179 0,09620000000000006 0,10450000000000004 0,0034914943599142134
180 0,09750000000000003 0,10389999999999999 0,003520133528218139
181 0,09770000000000001 0,10360000000000003 0,003354449233156629
182 0,09760000000000002 0,1028 0,0033277357637416572
183 0,09829999999999994 0,10520000000000007 0,0032807683644932696
184 0,09750000000000003 0,10320000000000007 0,0033260617224732413
185 0,09810000000000008 0,10550000000000004 0,0032114649956929498
186 0,09729999999999994 0,10399999999999998 0,0031534356786869465
187 0,09820000000000007 0,10320000000000007 0,003129129593144171
188 0,09799999999999998 0,10509999999999997 0,0030859041830990463
189 0,09729999999999994 0,10460000000000003 0,002992641813470982
190 0,09750000000000003 0,10360000000000003 0,002981525197974406
191 0,09699999999999998 0,10399999999999998 0,003035159010323696
192 0,09739999999999993 0,10329999999999995 0,0029396660774364137
193 0,09770000000000001 0,1048 0,002899089336860925
194 0,09760000000000002 0,10360000000000003 0,0028815308553748766
195 0,09720000000000006 0,10389999999999999 0,002837837609113194
196 0,09839999999999993 0,1038 0,002807229212485254
197 0,09770000000000001 0,10320000000000007 0,00284442216536263
198 0,09810000000000008 0,10450000000000004 0,0027690107771195472
199 0,09739999999999993 0,10320000000000007 0,0027031639448250643
200 0,09760000000000002 0,10389999999999999 0,002719980886904523
201 0,09750000000000003 0,10420000000000007 0,0026997942868911195
202 0,09750000000000003 0,10450000000000004 0,0027125487237935884
203 0,09789999999999999 0,10429999999999995 0,0025876472337404265
204 0,09789999999999999 0,10599999999999998 0,002733418649440864
205 0,09710000000000008 0,1049 0,0025721670473285484
206 0,09850000000000003 0,10429999999999995 0,0025404195093142335
207 0,09750000000000003 0,1048 0,0025682925994624383
208 0,0978 0,10389999999999999 0,002511159371351823
209 0,09829999999999994 0,10570000000000002 0,0024903288984205576
210 0,09729999999999994 0,10329999999999995 0,002456974722445011
211 0,09910000000000008 0,10499999999999998 0,002479939638869837
212 0,09770000000000001 0,10460000000000003 0,0024176417649141514
213 0,09850000000000003 0,10439999999999994 0,002367023765691556
214 0,09739999999999993 0,10399999999999998 0,002344418479478918
215 0,09720000000000006 0,10350000000000004 0,002341657362121623
216 0,09699999999999998 0,10439999999999994 0,002318641024176031
217 0,09720000000000006 0,10420000000000007 0,0022913720141514203
218 0,09710000000000008 0,10350000000000004 0,0022825778399419507
219 0,0978 0,10409999999999997 0,0022683234367286784
220 0,09710000000000008 0,10260000000000002 0,002231374211551156
221 0,09839999999999993 0,10429999999999995 0,0022229638183489443
222 0,0988 0,10420000000000007 0,002202419345267117
223 0,09760000000000002 0,10439999999999994 0,00216917084515444
224 0,09729999999999994 0,1048 0,002152776623697719
225 0,09839999999999993 0,10320000000000007 0,0021383971303293946
226 0,09699999999999998 0,10370000000000001 0,0021098457436892204
227 0,09729999999999994 0,1038 0,0020902008167468012
228 0,09650000000000003 0,10439999999999994 0,002087761726725148
229 0,09699999999999998 0,1048 0,002091827430122066
230 0,09739999999999993 0,10320000000000007 0,0020594637810427228
231 0,09760000000000002 0,10429999999999995 0,002024293135327753
232 0,09720000000000006 0,10299999999999998 0,002043099457368953
233 0,09770000000000001 0,10329999999999995 0,002000899281265447
234 0,09729999999999994 0,10289999999999999 0,001997465995809762
235 0,09789999999999999 0,10329999999999995 0,001959946513816249
236 0,09739999999999993 0,10309999999999997 0,0019506530053331516
237 0,0968 0,10399999999999998 0,0019386655146081467
238 0,0978 0,10389999999999999 0,0019138794895843603
239 0,09820000000000007 0,1038 0,001922178844542941
240 0,09739999999999993 0,10309999999999997 0,0018833294705837033
241 0,09850000000000003 0,10420000000000007 0,0018767629898502492
242 0,09770000000000001 0,10360000000000003 0,0018818640218523797
243 0,09739999999999993 0,10460000000000003 0,0018387026160780807
244 0,09839999999999993 0,10399999999999998 0,0018374237926036584
245 0,0978 0,1049 0,0018431133631384
246 0,09789999999999999 0,10420000000000007 0,0018065969842427877
247 0,09799999999999998 0,10409999999999997 0,0017829613119829447
248 0,09770000000000001 0,10309999999999997 0,0017665368340385613
249 0,09729999999999994 0,1038 0,0017752312489028555
250 0,09810000000000008 0,10420000000000007 0,001752048519338132
251 0,09799999999999998 0,10389999999999999 0,0017249547952087596
252 0,09870000000000001 0,10309999999999997 0,0017138280127255712
253 0,09770000000000001 0,10409999999999997 0,0017049965646583588
254 0,09850000000000003 0,10450000000000004 0,0017130986596748698
255 0,09729999999999994 0,10409999999999997 0,0016766856872709468
256 0,09760000000000002 0,10439999999999994 0,0016661834114347586
257 0,09799999999999998 0,10350000000000004 0,0016992025868967176
258 0,09889999999999999 0,10420000000000007 0,0016535606862453278
259 0,09820000000000007 0,10409999999999997 0,0016357662755763158
260 0,09760000000000002 0,10289999999999999 0,0016459907541866415
261 0,09770000000000001 0,10389999999999999 0,0016216065212211106
262 0,09729999999999994 0,1038 0,001614251382416114
263 0,0978 0,10389999999999999 0,0016031664208276198
264 0,09770000000000001 0,10399999999999998 0,0015909469024336432
265 0,09729999999999994 0,10420000000000007 0,0015759129489015323
266 0,09839999999999993 0,10520000000000007 0,0015533062152098863
267 0,09789999999999999 0,10460000000000003 0,0015476066805422306
268 0,09689999999999999 0,1048 0,0015463253617053851
269 0,09860000000000002 0,10429999999999995 0,0015350347809726373
270 0,09770000000000001 0,1049 0,0015246844384819269
271 0,0978 0,10439999999999994 0,001506610658398131
272 0,09720000000000006 0,10320000000000007 0,0015014871513994877
273 0,09720000000000006 0,10350000000000004 0,0014868843881413341
274 0,09839999999999993 0,10509999999999997 0,0014753747920622118
275 0,0978 0,10360000000000003 0,0014821979438420386
276 0,09820000000000007 0,10350000000000004 0,0014735477931390052
277 0,09720000000000006 0,10360000000000003 0,001452062532043783
278 0,09770000000000001 0,10460000000000003 0,0014734548660635483
279 0,09829999999999994 0,10420000000000007 0,0014453983223211254
280 0,09850000000000003 0,10360000000000003 0,001434585895622149
281 0,0978 0,10370000000000001 0,0014179386450268794
282 0,09799999999999998 0,10360000000000003 0,0014100763230817392
283 0,09799999999999998 0,10339999999999994 0,0014006264228373765
284 0,09750000000000003 0,10450000000000004 0,0013950897530594375
285 0,09729999999999994 0,10389999999999999 0,0013975154014769942
286 0,09770000000000001 0,10420000000000007 0,0013745899056084455
287 0,09839999999999993 0,10299999999999998 0,0013661681931989734
288 0,09770000000000001 0,10409999999999997 0,0013621007048641332
289 0,09729999999999994 0,10429999999999995 0,0013526616858143825
290 0,09750000000000003 0,10339999999999994 0,0013440955059195402
291 0,09729999999999994 0,10329999999999995 0,0013293921540025622
292 0,09810000000000008 0,10329999999999995 0,0013154574140207841
293 0,09789999999999999 0,1038 0,001321516999450978
294 0,09829999999999994 0,10499999999999998 0,0013140789246244822
295 0,09799999999999998 0,10320000000000007 0,0013104987802216783
296 0,09770000000000001 0,1038 0,0012989993645169306
297 0,09799999999999998 0,1038 0,0012855218286131275
298 0,09810000000000008 0,10350000000000004 0,0012797491934907158
299 0,0988 0,10409999999999997 0,001274007596221054
300 0,09829999999999994 0,10409999999999997 0,0012688492766028503
301 0,09820000000000007 0,10350000000000004 0,0012662111271492904
302 0,09789999999999999 0,10399999999999998 0,001251182680935017
303 0,09760000000000002 0,10360000000000003 0,0012516478801262564
304 0,09789999999999999 0,10350000000000004 0,0012529242738673928
305 0,0978 0,1038 0,0012430888184462674
306 0,09739999999999993 0,10320000000000007 0,0012278122540737967
307 0,09810000000000008 0,10399999999999998 0,001223975302564213
308 0,09799999999999998 0,10420000000000007 0,0012241408055706415
309 0,09710000000000008 0,10409999999999997 0,0012134674459230155
310 0,09720000000000006 0,10389999999999999 0,0012050051310507114
311 0,0978 0,10350000000000004 0,0012021560652647168
312 0,09860000000000002 0,10420000000000007 0,0012002571667835582
313 0,09739999999999993 0,10360000000000003 0,001190625237795757
314 0,09820000000000007 0,10329999999999995 0,0011735637758101803
315 0,09750000000000003 0,10370000000000001 0,0011655107687693089
316 0,09760000000000002 0,10339999999999994 0,0011605475246324205
317 0,0978 0,10329999999999995 0,0011579466314287855
318 0,09789999999999999 0,10339999999999994 0,0011486411491932814
319 0,09739999999999993 0,10420000000000007 0,0011438512141467073
320 0,09839999999999993 0,10409999999999997 0,0011374692650861107
321 0,09739999999999993 0,10339999999999994 0,0011347446623403811
322 0,09789999999999999 0,10429999999999995 0,0011213042077724822
323 0,09760000000000002 0,10350000000000004 0,0011116952219890662
324 0,09770000000000001 0,10329999999999995 0,0011064590276509989
325 0,09799999999999998 0,1038 0,0011067268167244038
326 0,09850000000000003 0,1038 0,0011066224295063875
327 0,09870000000000001 0,10389999999999999 0,0010984027189260815
328 0,09739999999999993 0,10409999999999997 0,0010934200862539002
329 0,09789999999999999 0,10429999999999995 0,001086118135935976
330 0,09820000000000007 0,10370000000000001 0,0010823264490318252
331 0,09799999999999998 0,10399999999999998 0,0010733081943180877
332 0,09789999999999999 0,1038 0,0010672842685016802
333 0,09820000000000007 0,10429999999999995 0,0010660557467781473
334 0,09739999999999993 0,10299999999999998 0,0010644813918042927
335 0,09799999999999998 0,10370000000000001 0,0010542646977410187
336 0,09839999999999993 0,10399999999999998 0,0010516249477223027
337 0,0978 0,10370000000000001 0,001046960742896772
338 0,09810000000000008 0,10320000000000007 0,001051999146657181
339 0,09760000000000002 0,10299999999999998 0,0010381740313459885
340 0,09850000000000003 0,10309999999999997 0,0010255410865647719
341 0,09870000000000001 0,10339999999999994 0,0010296918489621021
342 0,09729999999999994 0,10360000000000003 0,0010194295433029765
343 0,09850000000000003 0,10350000000000004 0,0010147415167011786
344 0,0978 0,10229999999999995 0,0010076491910149343
345 0,0978 0,10350000000000004 0,0010026766223745654
346 0,09770000000000001 0,1028 0,000998298178310506
347 0,09870000000000001 0,10450000000000004 0,000995208778331289
348 0,09820000000000007 0,10299999999999998 0,0009908380790875527
349 0,09860000000000002 0,10389999999999999 0,0009891062368114945
350 0,09810000000000008 0,10329999999999995 0,0009828057776030618
351 0,09799999999999998 0,10389999999999999 0,0009817093935998854
352 0,09789999999999999 0,1028 0,0009693878453254001
353 0,09820000000000007 0,10420000000000007 0,0009719372650579316
354 0,09760000000000002 0,10339999999999994 0,0009691915331495693
355 0,09820000000000007 0,10429999999999995 0,0009558432084304513
356 0,09799999999999998 0,10229999999999995 0,0009572592907352373
357 0,09870000000000001 0,10339999999999994 0,0009462023073865567
358 0,09799999999999998 0,10350000000000004 0,0009565743462007959
359 0,09829999999999994 0,10389999999999999 0,0009439311877213186
360 0,09750000000000003 0,10399999999999998 0,0009435392489103834
361 0,09850000000000003 0,10360000000000003 0,000937732916281675
362 0,09760000000000002 0,10329999999999995 0,0009318545058340532
363 0,0988 0,10360000000000003 0,0009230928702891106
364 0,09799999999999998 0,10370000000000001 0,0009214909278671258
365 0,09860000000000002 0,1038 0,0009268836516275769
366 0,09860000000000002 0,10399999999999998 0,0009154407593450742
367 0,09899999999999998 0,10409999999999997 0,000910980264088721
368 0,09820000000000007 0,10350000000000004 0,0009071095368562965
369 0,09860000000000002 0,10320000000000007 0,0009037821666424862
370 0,09799999999999998 0,1028 0,0008954383948002942
371 0,0978 0,10460000000000003 0,0009003965200099629
372 0,09870000000000001 0,10399999999999998 0,0008939855115022511
373 0,09810000000000008 0,10360000000000003 0,0008847710784903029
374 0,09760000000000002 0,10429999999999995 0,0008825121508562006
375 0,0988 0,10460000000000003 0,0008800069160497515
376 0,09850000000000003 0,10329999999999995 0,0008746494272782001
377 0,09799999999999998 0,10350000000000004 0,0008736990070610773
378 0,09860000000000002 0,10399999999999998 0,0008653169900208013
379 0,09770000000000001 0,10399999999999998 0,0008665008165553445
380 0,0988 0,10399999999999998 0,0008631112839793786
381 0,09799999999999998 0,10360000000000003 0,0008591022776818136
382 0,09829999999999994 0,10429999999999995 0,0008510720535559813
383 0,09739999999999993 0,10350000000000004 0,0008480537688592449
384 0,09810000000000008 0,10329999999999995 0,0008489314939652103
385 0,09799999999999998 0,10339999999999994 0,0008461997241829522
386 0,09850000000000003 0,10360000000000003 0,0008421544737939258
387 0,09810000000000008 0,10399999999999998 0,0008378991878998931
388 0,09839999999999993 0,10360000000000003 0,0008325162994879065
389 0,09829999999999994 0,10389999999999999 0,0008299882321443874
390 0,09799999999999998 0,10389999999999999 0,0008324738983355928
391 0,09810000000000008 0,10329999999999995 0,0008193507947726176
392 0,09829999999999994 0,10470000000000002 0,0008229651656438364
393 0,09850000000000003 0,10460000000000003 0,0008165774618828437
394 0,0978 0,10420000000000007 0,0008132472410215996
395 0,09829999999999994 0,10309999999999997 0,000810389946855139
396 0,09829999999999994 0,1038 0,0008086363879556302
397 0,09820000000000007 0,10439999999999994 0,0008048766513093141
398 0,09870000000000001 0,10329999999999995 0,0007992229748924729
399 0,09850000000000003 0,10389999999999999 0,0008015971186978276
400 0,0978 0,10420000000000007 0,0007947221743233967
401 0,09910000000000008 0,1038 0,00079130425445328
402 0,09870000000000001 0,10339999999999994 0,0007894031996693229
403 0,09889999999999999 0,10389999999999999 0,0007880479152663611
404 0,09829999999999994 0,10409999999999997 0,0007850471694109729
405 0,09850000000000003 0,10409999999999997 0,0007793359181960113
406 0,09799999999999998 0,10270000000000001 0,0007738287071697414
407 0,09889999999999999 0,10339999999999994 0,0007794432369701099
408 0,09829999999999994 0,10370000000000001 0,0007719832969451091
409 0,09810000000000008 0,10389999999999999 0,0007670805367524736
410 0,09850000000000003 0,10370000000000001 0,000764875231179758
411 0,09850000000000003 0,1038 0,0007646963011211482
412 0,09810000000000008 0,10320000000000007 0,0007617716507229488
413 0,09820000000000007 0,10370000000000001 0,0007555545141076436
414 0,09899999999999998 0,10450000000000004 0,0007534978494368261
415 0,09860000000000002 0,10409999999999997 0,0007485273657221115
416 0,09870000000000001 0,10439999999999994 0,0007532377632014686
417 0,09839999999999993 0,10320000000000007 0,0007428409288695548
418 0,09850000000000003 0,10309999999999997 0,0007441694554290734
419 0,09910000000000008 0,10289999999999999 0,0007384171677404084
420 0,09839999999999993 0,10339999999999994 0,0007397351163672283
421 0,09820000000000007 0,10350000000000004 0,0007398183741315733
422 0,09810000000000008 0,10320000000000007 0,000731407939674682
423 0,09889999999999999 0,10450000000000004 0,0007318880181992427
424 0,09829999999999994 0,10339999999999994 0,0007287032031308626
425 0,0978 0,10460000000000003 0,0007211914164508926
426 0,09889999999999999 0,10370000000000001 0,000722307358882972
427 0,09850000000000003 0,10370000000000001 0,0007189760974142701
428 0,09889999999999999 0,10360000000000003 0,0007155868161498801
429 0,09870000000000001 0,10360000000000003 0,0007175592605199199
430 0,09820000000000007 0,10420000000000007 0,0007105368991324212
431 0,09799999999999998 0,10420000000000007 0,0007088153946097009
432 0,09820000000000007 0,1038 0,0007089142788754544
433 0,09820000000000007 0,10439999999999994 0,000705287292439607
434 0,09910000000000008 0,10350000000000004 0,0006996415234607412
435 0,09829999999999994 0,10420000000000007 0,0006964897721627494
436 0,09799999999999998 0,10370000000000001 0,00069402565000928
437 0,09810000000000008 0,10370000000000001 0,0006963052631908795
438 0,09889999999999999 0,10399999999999998 0,0006921743879502174
439 0,09839999999999993 0,10409999999999997 0,0006904145424778108
440 0,09820000000000007 0,10389999999999999 0,0006891697516402929
441 0,09870000000000001 0,10450000000000004 0,000685125360978418
442 0,09839999999999993 0,10389999999999999 0,0006812706183700356
443 0,09820000000000007 0,10299999999999998 0,0006778057677001926
444 0,0988 0,10399999999999998 0,0006771290312462952
445 0,09850000000000003 0,10399999999999998 0,0006762596796033904
446 0,09920000000000007 0,10520000000000007 0,0006741314329701709
447 0,09860000000000002 0,10389999999999999 0,0006700263594029821
448 0,09860000000000002 0,10389999999999999 0,0006663784802367445
449 0,09789999999999999 0,10360000000000003 0,0006634848600515397
450 0,09770000000000001 0,10370000000000001 0,0006624692076729843
451 0,09889999999999999 0,10409999999999997 0,0006612535288149957
452 0,09850000000000003 0,1038 0,0006621127033577068
453 0,09860000000000002 0,10399999999999998 0,0006560331258515362
454 0,09850000000000003 0,10389999999999999 0,0006526588155975333
455 0,09850000000000003 0,10339999999999994 0,0006511010948452167
456 0,09839999999999993 0,10389999999999999 0,000649314748661709
457 0,09899999999999998 0,10429999999999995 0,0006465883628698066
458 0,09839999999999993 0,10320000000000007 0,0006450353136460762
459 0,0988 0,10499999999999998 0,0006436763478268404
460 0,09899999999999998 0,10329999999999995 0,0006403295797645114
461 0,0988 0,10439999999999994 0,0006424595056887483
462 0,09829999999999994 0,10409999999999997 0,0006398560626985272
463 0,09829999999999994 0,10409999999999997 0,0006348141578200739
464 0,09829999999999994 0,10409999999999997 0,000633726502128411
465 0,09829999999999994 0,10389999999999999 0,0006315870482649188
466 0,09839999999999993 0,10409999999999997 0,000630586262777797
467 0,09860000000000002 0,1038 0,0006253134148573736
468 0,09850000000000003 0,1038 0,0006225688189078937
469 0,09789999999999999 0,10399999999999998 0,0006228959571308223
470 0,09889999999999999 0,10329999999999995 0,0006218974108196562
471 0,09889999999999999 0,10339999999999994 0,0006222762670950033
472 0,09889999999999999 0,10470000000000002 0,0006189442818140378
473 0,09860000000000002 0,10370000000000001 0,000613839396610274
474 0,09889999999999999 0,10399999999999998 0,0006135496814385988
475 0,09839999999999993 0,10389999999999999 0,0006105024048883934
476 0,09850000000000003 0,1038 0,0006106303680280689
477 0,0978 0,1048 0,0006056984033057233
478 0,09899999999999998 0,10399999999999998 0,0006043210132338573
479 0,09860000000000002 0,10420000000000007 0,0006015545078844297
480 0,09860000000000002 0,10399999999999998 0,0006018797681463184
481 0,0988 0,10450000000000004 0,0005992323018654133
482 0,09839999999999993 0,10399999999999998 0,000597203903926129
483 0,0988 0,10360000000000003 0,0005941245076974155
484 0,0988 0,10409999999999997 0,0005930185309989611
485 0,09799999999999998 0,10389999999999999 0,0005905223279842176
486 0,0988 0,10409999999999997 0,0005913476846035337
487 0,09850000000000003 0,1038 0,0005879456236652914
488 0,09889999999999999 0,10450000000000004 0,0005882089526130585
489 0,09870000000000001 0,10299999999999998 0,0005852046103973407
490 0,09870000000000001 0,10439999999999994 0,0005826047233495047
